true_label,original_sent,text_output
0,But I want to emphasize that we do have a commitment to raising inflation to 2 percent.,"Label: dovish
Explanation: The statement indicates a commitment to raising inflation to 2 percent, which suggests a dovish stance towards monetary policy with a focus on stimulating inflation."
2,The Committee decided to keep the target range for the federal funds rate at 0 to 1/4 percent and expects it will be appropriate to maintain this target range until labor market conditions have reached levels consistent with the Committee's assessments of maximum employment and inflation has risen to 2 percent and is on track to moderately exceed 2 percent for some time.,"Label: dovish
Explanation: The sentence indicates a dovish stance as the Committee plans to keep interest rates low until labor market conditions improve and inflation reaches and exceeds 2 percent. This suggests a willingness to maintain accommodative monetary policy for an extended period."
1,"Spreads on risky private-sector debt reached very low levels, and damaging spillovers to the nonfinancial sector occurred in the form of unduly high real estate prices and excessive leverage by borrowers in the housing market.","Label: hawkish
Explanation: The sentence indicates concerns about excessive risk-taking in the private sector, particularly in the real estate market, which could lead to financial instability. This suggests a hawkish stance towards tightening monetary policy to address these risks."
1,"As a consequence, a sustainable, non-inflationary expansion is likely to involve some moderation in the growth of economic activity to a rate more consistent with the expansion of the nationâ€™s underlying productive capacity.","Label: neutral
Explanation: The sentence suggests a balanced approach to economic growth, indicating a need for moderation in economic activity to align with the nation's productive capacity, without explicitly leaning towards tightening or easing monetary policy."
0,Significant cost cutting by firms was thought to have led to a sizable increase in productivity growth in the first half of the year,"HAWKISH
The mention of significant cost cutting by firms leading to a sizable increase in productivity growth suggests a positive economic outlook, which could lead to a tightening of monetary policy."
1,They noted that the economy had entered the new year with considerable momentum and very few indications that growth was moderating from what appeared to be an unsustainable rate.,"HAWKISH
The statement indicates a positive outlook on the economy with strong momentum, suggesting a potential need for tightening monetary policy to prevent overheating."
0,"Some participants judged the risks to the outlook for inflation as tilted to the downside, particularly in the near term, in light of the large amount of resource slack already prevailing in the economy, the significant downside risks to the outlook for real activity, and the possibility that inflation expectations could begin to decline in response to low actual inflation.","Label: dovish
Explanation: The sentence indicates that some participants believe the risks to the outlook for inflation are tilted to the downside, suggesting a concern about low inflation and the potential for inflation expectations to decrease. This could imply a dovish stance towards monetary policy."
2,"When governments resort to printing money to finance their spending, inflation rises and nominal assets lose their value.","hawkish
The sentence suggests a concern about inflation rising due to governments printing money, which is typically associated with a hawkish stance on monetary policy."
2,"Of the 1,700 Washington employees, roughly 250 are Ph.D. economists, the majority of whom support the Board's monetary policy responsibilities.","Label: neutral
Explanation: The sentence does not indicate a clear stance on monetary policy, but rather provides information about the composition of the Washington employees and their support for the Board's monetary policy responsibilities."
0,"Regarding the ELB, the previous statement was silent on the global decline in neutral policy rates, the likelihood that the ELB will constrain monetary policy space in economic downturns, and the implications of this constraint for our ability to achieve our dual-mandate goals.","Neutral
The sentence does not express a clear stance on monetary policy direction, but rather discusses the implications of the ELB (Effective Lower Bound) on monetary policy space and achieving dual-mandate goals."
1,"To date, the spillover from the surge in oil prices has been modest.","Neutral
The sentence does not indicate a clear stance towards tightening or easing of monetary policy. It simply states that the spillover effects from the surge in oil prices have been modest, without suggesting any specific policy action."
0,"The “extended period” language is conditioned on exactly those same points: “Extended period” is conditioned on resource slack, on subdued inflation, and on stable inflation expectations.","dovish
The sentence indicates a cautious approach to monetary policy, suggesting that the current stance is dependent on specific economic conditions such as resource slack, subdued inflation, and stable inflation expectations."
0,"Although inflation remained remarkably subdued and any increase in inflationary pressures likely would tend to emerge only slowly, the strength in demand had developed against the backdrop of financial conditions that, broadly considered, were not substantially different from those now prevailing.","Label: neutral
Explanation: The sentence indicates that inflation is subdued and any increase in inflationary pressures would likely emerge slowly. It also mentions that the strength in demand has developed against a backdrop of financial conditions that are not substantially different from the current conditions, suggesting a neutral stance."
0,A few participants judged that the expectations regarding the path of the federal funds rate implied by prices in financial markets were currently suggesting greater provision of accommodation at coming meetings than they saw as appropriate and that it might become necessary for the Committee to seek a better alignment of market expectations regarding the policy rate path with policymakers' own expectations for that path.,"Label: hawkish
Explanation: The sentence suggests that some participants believe that market expectations for the federal funds rate imply too much accommodation, indicating a potential need for the Committee to adjust policy to align more closely with policymakers' expectations. This could signal a potential tightening of monetary policy in the future."
0,another indicated that the Committee could provide guidance stating that it would not raise its target for the federal funds rate if the inflation rate was expected to run below a given level at a specific horizon.,"Label: dovish
Explanation: The sentence suggests a dovish stance by indicating the possibility of the Committee providing guidance to not raise the federal funds rate if inflation is expected to remain below a certain level. This indicates a willingness to maintain accommodative monetary policy."
1,"The prospect of additional fiscal stimulus likely contributed to a steeper U. S. Treasury yield curve, increased inflation compensation, and broad dollar depreciation.","HAWKISH
The sentence suggests that the prospect of additional fiscal stimulus is leading to a steeper U.S. Treasury yield curve, increased inflation compensation, and broad dollar depreciation, indicating a potential tightening of monetary policy."
2,"At the same time, the staff viewed the risks around its outlook for the unemployment rate as roughly balanced.","NEUTRAL
The sentence indicates a balanced view on the risks surrounding the outlook for the unemployment rate, neither leaning towards a hawkish nor dovish stance."
2,"We found that a surprise increase of 25 basis points in the funds rate target typically results in a decline in broad equity indexes of about 1 percent, whereas a change in the funds rate that is expected by the market has essentially no effect on stock prices.17 Our work is just one example of a number of event-study analyses that may well shed light on the effects of monetary policy and the channels of monetary policy transmission.","HAWKISH
The sentence discusses the impact of a surprise increase in the funds rate target on broad equity indexes, indicating a focus on the potential tightening of monetary policy."
2,"Operationally, maintaining price stability requires abiding by the Taylor principle of raising nominal interest rates more than one for one in response to movements in inflation, especially those movements perceived as persistent.","HAWKISH
The sentence suggests a proactive approach to maintaining price stability by raising nominal interest rates in response to inflation, indicating a hawkish stance towards monetary policy."
2,"The growth of subprime mortgage lending is one indication of the extent to which access to credit has increased for all households, including those with lower incomes.","Label: neutral
Explanation: The sentence does not explicitly indicate a hawkish or dovish stance on monetary policy. It simply provides information about the growth of subprime mortgage lending and increased access to credit for households with lower incomes."
2,"And what is the risk that, in taking such steps, a central bank would be seen by investors as taking on partial responsibility for asset prices?","Label: neutral
Explanation: The sentence does not clearly indicate a hawkish or dovish stance on monetary policy. It simply raises a question about the potential perception of central banks taking responsibility for asset prices."
1,"As of this month, the maximum monthly reduction in the balance sheet will be nearly double the level of the previous cycle.10 Together, the increase in the policy rate and the reduction in the balance sheet should help bring demand into alignment with supply.","HAWKISH
The sentence indicates a tightening of monetary policy through an increase in the policy rate and reduction in the balance sheet, aiming to align demand with supply."
0,"Moreover, in light of the anticipated modest pace of economic recovery, the Committee expects that over coming quarters the unemployment rate will decline only gradually toward its mandate-consistent levels.","DOVISH
The sentence suggests a cautious approach to monetary policy due to the anticipated slow pace of economic recovery and gradual decline in the unemployment rate."
0,"It was a question of not getting inflation up to our target on a robust, symmetric kind of a way.","dovish
The statement suggests a concern about not being able to reach the inflation target in a strong and balanced manner, indicating a dovish stance towards monetary policy."
2,"Returning to monetary policy, we recognize that there has been a great deal of focus on today’s policy decision.","Label: neutral
Explanation: The sentence does not indicate a clear stance towards tightening or easing of monetary policy, but rather acknowledges the attention on the current policy decision."
2,"It is an honor to be here with Ben Bernanke and Janet Yellen, who pioneered the original Statement on Longer-Run Goals and Monetary Policy Strategy in 2012.","Neutral
The sentence does not express a clear stance on monetary policy, it simply acknowledges the presence of Ben Bernanke and Janet Yellen and their work on the original Statement on Longer-Run Goals and Monetary Policy Strategy in 2012."
1,"Although we cannot ascertain the precise rates of resource utilization that the economy can sustain, we can have little doubt that, after three years of above-trend growth, slack has been substantially reduced.","HAWKISH
The statement indicates that after three years of above-trend growth, slack in the economy has been substantially reduced, suggesting a potential need for tightening monetary policy to prevent overheating."
0,"Participants agreed that the longer-run normal federal funds rate was likely lower than in the past, in part because of secular forces that had put downward pressure on real interest rates.","DOVISH
Participants are acknowledging that the longer-run normal federal funds rate is likely lower than in the past due to secular forces putting downward pressure on real interest rates, indicating a dovish stance towards monetary policy."
2,"To reduce that uncertainty, we often use the unemployment gap rather than the output gap in these rules.19 We also need to pick values for the coefficients a and b, whether they are the values John Taylor posited in his seminal 1993 article or other values from the vast literature that has come since.20 There are still other choices to make.","Neutral
The sentence does not express a clear stance on monetary policy, but rather discusses the process of reducing uncertainty by using different economic indicators and coefficients."
2,"The Chairman testifies frequently before the Congress, with the one-year record being twenty-five appearances in 1995, although only seven were directly about monetary policy.","NEUTRAL
The sentence does not indicate a clear stance on monetary policy, it simply provides information about the Chairman's appearances before Congress."
2,"Given the substantial uncertainty still attached to projections of money growth consistent with the Committee's basic objectives for monetary policy, the members agreed that there was no firm basis for changing the tentative ranges set in July 1996.","Label: neutral
Explanation: The sentence indicates a cautious approach to monetary policy due to uncertainty surrounding projections of money growth, leading to the decision to maintain the existing ranges set in July 1996."
2,"An understanding of a likely long-run level of the equilibrium real rate is useful, even though the level is not directly observable, because it provides a general sense of the level that would, over that longer period, allow aggregate supply and demand to move into balance, given the evaluation of secular forces such as productivity and population growth.","Label: neutral
Explanation: The sentence does not indicate a clear stance on monetary policy, but rather provides a general statement about the importance of understanding the equilibrium real rate for balancing aggregate supply and demand over the long run."
1,"Today a rise in oil prices has mixed effects on the economy, lowering real household incomes and thus demand, but raising investment in drilling over time and benefiting oil-producing areas more generally.","Label: neutral
Explanation: The sentence discusses both positive and negative effects of a rise in oil prices on the economy, indicating a balanced view rather than a clear dovish or hawkish stance."
2,So the term “trend inflation”—usually there are a variety of statistical techniques that can be used to extract a trend from a series.,"Label: neutral
Explanation: The sentence does not indicate a clear stance towards tightening or easing of monetary policy, but rather discusses statistical techniques for extracting a trend from a series."
2,"In the Committee’s discussion of monetary policy for the intermeeting period, nearly all members favored keeping the target federal funds rate at 5-1/4 percent at this meeting.","Label: neutral
Explanation: The sentence indicates a neutral stance as the majority of members favored maintaining the target federal funds rate, suggesting a status quo in monetary policy without any indication of tightening or easing."
2,"But we are also searching for an absolute concept, the point of balance between supply and demand in the respective markets that divides excess demand from excess supply--in effect, the origin in a diagram relating inflation to excess demand and supply.","Neutral
The sentence does not indicate a clear stance towards tightening or easing of monetary policy. It discusses the concept of finding a balance between supply and demand in markets, which does not lean towards either hawkish or dovish sentiment."
1,"Credit conditions in the commercial real estate (CRE) sector continued to ease, and growth in CRE loans at banks stayed solid.","DOVISH
The sentence indicates that credit conditions in the commercial real estate sector are easing, which suggests a more accommodative monetary policy stance."
1,"While labor markets were anticipated to remain tight in the near term, participants expected labor demand and supply to come into better balance over time, helping to ease upward pressure on wages and prices.","Label: DOVISH
Explanation: The sentence suggests that participants expect labor demand and supply to come into better balance over time, which would help ease upward pressure on wages and prices. This indicates a dovish stance as it implies a potential easing of inflationary pressures."
1,Money growth was damped by a rise in the opportunity cost of holding M2 assets (as typically occurs in periods of policy tightening).,"Label: hawkish
Explanation: The sentence indicates that money growth was dampened due to a rise in the opportunity cost of holding M2 assets, which typically occurs during periods of policy tightening. This suggests a hawkish stance towards monetary policy."
2,"A few participants pointed to continued strong growth in multifamily construction, although the limited pipeline of new projects in one District suggested that activity could slow in 2015.","Label: neutral
Explanation: The sentence does not clearly indicate a hawkish or dovish stance on monetary policy. It simply provides information on the growth in multifamily construction and the potential for activity to slow in 2015, without expressing a clear bias towards tightening or easing of monetary policy."
1,"The staff's near-term forecast for inflation was revised up a little, as recent data showed somewhat faster-than-anticipated increases that were judged to be only partly transitory.","Label: hawkish
Explanation: The sentence indicates that the staff revised their near-term forecast for inflation slightly upward due to faster-than-anticipated increases, suggesting a concern about potential inflationary pressures."
2,"But in the shorter run, we must also develop strategies to overcome the education deficiencies of all too many of our young people, and to renew the skills of workers who have not kept up with the changing demands of the workplace.","Neutral
The sentence does not indicate a clear stance on monetary policy, focusing instead on the need to address education deficiencies and skills renewal for workers."
1,"Some saw a risk that inflationary pressures might develop more rapidly than currently anticipated as resource utilization tightened,","Label: hawkish
Explanation: The mention of inflationary pressures developing more rapidly than anticipated due to tightening resource utilization suggests a concern about potential inflationary pressures, indicating a hawkish stance towards monetary policy."
2,"I believe the current move can be justified in a forward-looking variant of the Taylor Rule, where today's policy depends on the forecast of future output gaps and inflation.","HAWKISH
The sentence suggests a forward-looking approach to monetary policy, indicating a potential inclination towards tightening in response to future output gaps and inflation forecasts."
2,"The shift in the stance of monetary policy that we undertook in 2019 was, I believe, well timed and has been providing support to the economy and helping to keep the U.S. outlook on track.","Label: neutral
Explanation: The sentence indicates a positive view on the current stance of monetary policy, suggesting that it has been supportive of the economy and has kept the U.S. outlook on track. It does not explicitly lean towards tightening or easing, hence classified as neutral."
2,"Some contacts indicated that while input costs were higher, it appeared that the pass-through of these higher costs to consumer prices was limited.","Label: neutral
Explanation: The sentence does not indicate a clear stance towards tightening or easing of monetary policy, as it simply states that while input costs were higher, the pass-through to consumer prices was limited."
2,"However, household spending had been relatively robust during the cyclical downturn and likely had only limited room for a pickup over coming quarters, and intense competitive pressures could well constrain profits, investment, and equity prices.","Label: neutral
Explanation: The sentence discusses the limitations on household spending and the potential constraints on profits, investment, and equity prices, without clearly indicating a hawkish or dovish stance on monetary policy."
2,Consumer food prices were little changed in August.,"Neutral
The sentence does not indicate a clear stance on monetary policy, as consumer food prices being little changed in August does not provide a strong indication of whether the policy should be tightened or eased."
0,largely as a consequence of further increases in nominal labor compensation gains that would not be fully offset by growth in productivity.,"HAWKISH
The sentence indicates a concern about potential inflationary pressures due to increases in labor compensation that may not be matched by productivity growth."
2,"In connection with the risks associated with an early start to policy normalization, many participants observed that a premature increase in rates might damp the apparent solid recovery in real activity and labor market conditions, undermining progress toward the Committee's objectives of maximum employment and 2 percent inflation.","Label: dovish
Explanation: The sentence expresses concerns about the risks associated with an early start to policy normalization, suggesting that a premature increase in rates could dampen the solid recovery in real activity and labor market conditions, which could undermine progress towards the Committee's objectives of maximum employment and 2 percent inflation. This cautious approach towards policy normalization indicates a dovish stance."
2,"In contrast, in cases in which variations in the demand for reserves or in external factors affecting reserve supply appear likely to be temporary, the Desk typically prefers to conduct open-market operations through short-term or long-term repurchase agreements, known as repos.","Neutral
The sentence does not indicate a clear stance on monetary policy, but rather provides information on the Desk's preferred method of conducting open-market operations."
2,"How the forces of demand, potential supply, and expectations interact has probably not been changed in any fundamental way by the recent trend of globalization.","Neutral
The sentence does not indicate a clear stance towards tightening or easing of monetary policy. It simply discusses the interaction of forces of demand, potential supply, and expectations in the context of globalization, suggesting a neutral stance."
1,"Several commented that an asymmetric directive did not imply a commitment to tighten monetary policy at some point, whether during the intermeeting period or at a future meeting, but it did imply the need for special vigilance.","Label: neutral
Explanation: The sentence does not explicitly suggest a bias towards tightening or easing of monetary policy. It emphasizes the need for special vigilance without indicating a specific direction for policy action."
0,"Conversely, fiscal policy expansion in the surplus countries could be used to augment domestic demand, but any such adjustments would need to take account of medium-term goals for fiscal consolidation.","Label: neutral
Explanation: The sentence discusses the potential use of fiscal policy expansion in surplus countries to boost domestic demand, but also emphasizes the importance of considering medium-term goals for fiscal consolidation. This balanced approach does not lean towards either tightening or easing of monetary policy, hence it is classified as neutral."
2,"Future policy adjustments would depend on the evolution of the outlook for both inflation and economic growth, as implied by incoming information.","Label: neutral
Explanation: The sentence indicates a wait-and-see approach, suggesting that future policy adjustments will be based on incoming information regarding inflation and economic growth, without leaning towards either tightening or easing of monetary policy."
2,"During expansions, equity prices tend to rise, although they often decline before a downturn in the economy.","Label: neutral
Explanation: The sentence does not explicitly indicate a hawkish or dovish stance on monetary policy, but rather provides a general observation about the behavior of equity prices during economic expansions."
2,Wage inflation has been running at 2 percent.,"Label: neutral
Explanation: The sentence simply states a fact about wage inflation running at 2 percent without indicating any specific stance towards tightening or easing of monetary policy."
0,"The Federal Reserve Bank of New York was authorized and directed, until instructed otherwise by the Committee, to execute transactions in the System Account in accordance with the following domestic policy directive: The information reviewed at this meeting suggests that the expansion in economic activity has slowed considerably after a very rapid advance in the first quarter.","Label: dovish
Explanation: The statement indicates that the expansion in economic activity has slowed considerably, suggesting a need for potential easing of monetary policy to stimulate growth."
2,"The role of the Board vis-à-vis the regional Banks was elevated in the aftermath of the stock market crash of 1929 and in the early years of the Great Depression, but the combination of centralized and regional responsibilities remains an important strength of the Federal Reserve System, as I'll explain shortly when I discuss the formulation of monetary policy.","Label: neutral
Explanation: The sentence does not indicate a clear stance towards tightening or easing of monetary policy. It simply provides historical context and highlights the importance of the combination of centralized and regional responsibilities within the Federal Reserve System."
1,"Although the unemployment rate is around a 50-year low, wages are rising broadly in line with productivity growth and underlying inflation.","Neutral
The sentence indicates a balanced view on the current economic situation, mentioning both positive aspects (low unemployment rate) and potential concerns (wage growth in line with productivity and inflation)."
2,"Given recent developments, the medium-term outlook for inflation will receive particular scrutiny.","HAWKISH
The sentence indicates a focus on monitoring inflation closely, suggesting a potential concern about rising inflationary pressures."
1,Members agreed that the statement should continue to convey that inflation risks remained of greatest concern and that additional policy firming was possible.,"Label: hawkish
Explanation: The sentence suggests that inflation risks are the main concern and that further policy tightening may be necessary, indicating a hawkish stance towards monetary policy."
0,Several participants commented that the factors that had contributed to low inflation during the previous expansion could again exert more downward pressure on inflation than expected.,"dovish
The sentence suggests that participants are concerned about factors that could lead to lower inflation, indicating a dovish stance towards monetary policy."
1,The nominal deficit on U. S. trade in goods and services widened substantially in the second quarter.,"Label: hawkish
Explanation: The widening of the trade deficit indicates a negative economic trend, which may lead to a hawkish stance in monetary policy to address the imbalance."
0,"With the risks to the forecast for economic activity tilted to the downside, the risks to the inflation projection were also viewed as having a downward skew.","dovish
The sentence suggests a cautious approach towards economic activity and inflation, indicating a potential inclination towards easing monetary policy to support growth and prevent deflation."
2,"Moreover, investing in EMEs has become more attractive as many EMEs have improved their macroeconomic policies and institutional frameworks over recent decades; growth differentials may partly be reflecting these improvements.","Label: neutral
Explanation: The sentence does not indicate a clear stance towards tightening or easing of monetary policy. It simply states that investing in Emerging Market Economies (EMEs) has become more attractive due to improvements in macroeconomic policies and institutional frameworks."
2,"Participants noted that the timing of the resumption of growth in the U. S. economy depended on the containment measures put in place, as well as the success of those measures, and on the responses of other policies, including fiscal policy.","Neutral
The sentence does not indicate a clear bias towards tightening or easing of monetary policy. It simply states that the timing of the resumption of growth in the U.S. economy depends on various factors such as containment measures, success of those measures, and responses of other policies."
2,One prominent example is the work in behavioral finance on how alternative assumptions regarding rationality can affect predictions for asset prices and saving behavior,"Label: neutral
Explanation: The sentence does not explicitly lean towards a hawkish or dovish stance on monetary policy. It simply discusses research in behavioral finance and its impact on predictions for asset prices and saving behavior."
2,"Accordingly, considerable caution needed to be exercised in assessing the outlook for productivity and in relying on projections of the economy and prices, which necessarily embodied judgments about this outlook, in making monetary policy.","Label: neutral
Explanation: The sentence does not explicitly lean towards tightening or easing of monetary policy, but rather emphasizes the need for caution in assessing the outlook for productivity and making monetary policy decisions based on projections of the economy and prices."
2,several others thought that progress in achieving the Committee's inflation objective might lag if further appreciation of the dollar continued to depress non-energy commodity prices or if inflation was slow to respond to tighter resource utilization.,"Label: neutral
Explanation: The sentence discusses potential factors that could impact progress towards the Committee's inflation objective, without explicitly leaning towards a hawkish or dovish stance."
2,"Fourth and finally, the statement codifies the key lesson from the Global Financial Crisisâ€”that financial stability is necessary for the achievement of our statutory goals of maximum employment and price stability.","Neutral
The sentence does not indicate a clear stance towards tightening or easing of monetary policy, instead emphasizing the importance of financial stability for achieving the statutory goals of maximum employment and price stability."
1,"Millions of new jobs have been created in the last few years; and unemployment, now at 4.3 percent, has been at or below 5 percent for over two years.","Neutral
The sentence provides a factual statement about the current state of the job market without indicating a clear direction for monetary policy."
2,"At the same time, the incentive to take advantage of increasingly efficient high-tech equipment and software typically available at declining prices would continue to provide an important underpinning for further large gains in investment spending, with favorable implications for continued rapid growth in productivity.","Label: hawkish
Explanation: The sentence indicates that there is an incentive for businesses to invest in high-tech equipment and software at declining prices, which would lead to further gains in investment spending and productivity growth. This suggests a positive outlook on the economy, potentially leading to a tightening of monetary policy."
2,"Members referred, however, to a number of favorable factors that should continue to support at least moderate further growth in business investment, including the attractive pricing of and ongoing rapid technological improvements in computer and communications equipment and the wide availability of equity and debt financing on favorable terms to business firms.","Label: hawkish
Explanation: The sentence indicates that there are favorable factors supporting further growth in business investment, suggesting a positive outlook on the economy which could lead to a tightening of monetary policy."
2,"Clearly, businesses regarded such investments as highly profitable, and they appeared to be leading to gains in productivity that in turn were helping to offset rising compensation and to maintain profit margins in highly competitive markets.","Label: hawkish
Explanation: The sentence indicates that businesses are making profitable investments leading to gains in productivity, which helps offset rising compensation and maintain profit margins. This suggests a positive economic outlook, potentially leading to a tightening of monetary policy."
2,increases in expected inflation will thus tend to promote greater actual inflation.,"hawkish
The sentence suggests that increases in expected inflation will lead to higher actual inflation, indicating a potential need for tightening monetary policy to control inflationary pressures."
2,"For example, the evidence suggests that changes in the demographic composition of the labor force affect NAIRU and it is also likely that government programs, including unemployment compensation and welfare, also affect NAIRU.","Neutral
The sentence discusses various factors that can affect the Non-Accelerating Inflation Rate of Unemployment (NAIRU) without explicitly leaning towards a hawkish or dovish stance."
0,"The Committee also reiterated that it would continue its asset purchases, and employ its other policy tools as appropriate, until the outlook for the labor market has improved substantially in a context of price stability.","Label: DOVISH
Explanation: The sentence indicates a dovish stance as the Committee plans to continue its asset purchases and use other policy tools until there is a substantial improvement in the labor market, suggesting a commitment to supporting economic recovery and potentially easing monetary policy further."
0,"And no, we’re not—we, we have not at all changed our view, and I haven’t changed my view that inflation running above 2 percent, moderately above 2 percent, is a desirable thing.","Label: hawkish
Explanation: The speaker expresses a positive view towards inflation running moderately above 2 percent, indicating a willingness to tolerate higher inflation levels, which is typically associated with a hawkish stance on monetary policy."
2,"The staff continued to view the uncertainty around its projections for real GDP growth, the unemployment rate, and inflation as generally similar to the average of the past 20 years.","Label: neutral
Explanation: The sentence does not indicate a clear bias towards tightening or easing of monetary policy, but rather states that the uncertainty around projections for key economic indicators is similar to historical averages."
0,"As a result, the likely pace and extent of policy easing expected by investors increased, and yields on nominal and inflation-indexed Treasury coupon securities fell.","DOVISH
The sentence indicates that investors are expecting an increase in policy easing, leading to a decrease in yields on Treasury securities. This suggests a dovish stance towards monetary policy."
2,"For instance, monetary policymakers must accurately assess how disasters such as hurricanes, wildfires, and flooding affect labor markets, household and business spending, output, and prices.7 In deciding whether to alter monetary policy or, instead, to ""look through"" such shocks, policymakers need to assess the likely persistence of the effects and how widespread they are.","Neutral
The sentence discusses the need for monetary policymakers to accurately assess the impact of disasters on various economic factors before deciding whether to alter monetary policy or not, indicating a neutral stance."
0,"Another participant mentioned, however, that recent sluggish growth of the monetary aggregates suggested that the stance of policy was not overly accommodative.","hawkish
The participant's mention of recent sluggish growth of monetary aggregates suggests a belief that the current policy stance is not overly accommodative, indicating a potential inclination towards tightening monetary policy."
2,"In the United States, evaluating the effects on the economy of shifts in balance sheets and variations in asset prices have been an integral part of the development of monetary policy.","Label: neutral
Explanation: The sentence does not explicitly lean towards tightening or easing of monetary policy, instead focusing on the evaluation of economic effects related to shifts in balance sheets and asset prices."
0,"As was highlighted by the Bureau of Labor Statistics, this figure likely understates the extent of unemployment; accounting for the unusually large number of workers who reported themselves as employed but absent from their jobs would raise the unemployment rate by about 3 percentage points.","DOVISH
The sentence suggests that the current unemployment rate may be understated, indicating a potential need for further monetary policy easing to support the labor market."
1,"Nonetheless, given a recovery in U. S. domestic demand approximating their current forecasts, growth in imports likely would exceed that of exports by a wide margin over the forecast horizon.","HAWKISH
The statement suggests that growth in imports is expected to exceed that of exports by a wide margin, indicating a potential trade imbalance which could lead to a tightening of monetary policy to address the issue."
2,"However, indicators of economic activity in Japan and Brazil remained weak.","dovish
The sentence indicates that economic activity in Japan and Brazil is weak, suggesting a need for potential monetary policy easing to stimulate growth."
0,"In addition, to address the sizable demand for dollar funding in foreign jurisdictions, the FOMC authorized the expansion of its existing swap lines with the European Central Bank and Swiss National Bank; by the end of the intermeeting period, the formal quantity limits on these lines had been eliminated.","Neutral
The sentence does not indicate a clear stance towards tightening or easing of monetary policy. It simply describes a decision made by the FOMC to address the demand for dollar funding in foreign jurisdictions."
