true_label,original_sent,text_output
0,"Mr. Kocherlakota dissented because, in his view, the new forward guidance in the fifth paragraph of the statement would weaken the credibility of the Committee's commitment to its inflation goal by failing to communicate purposeful steps to more rapidly increase inflation to the 2 percent target and by suggesting that the Committee views inflation persistently below 2 percent as an acceptable outcome.","DOVISH
Mr. Kocherlakota's dissent suggests a desire for more aggressive measures to increase inflation, indicating a dovish stance towards monetary policy."
2,"Indicators of longer-term inflation expectations are little changed, on balance.","Label: NEUTRAL
Explanation: The sentence indicates that longer-term inflation expectations have not significantly increased or decreased, suggesting a neutral stance on monetary policy."
1,"A variety of indicators, along with anecdotal reports, suggested that employment was expanding at a fairly good pace and labor compensation was rising moderately.","DOVISH
The sentence indicates that employment is expanding at a good pace and labor compensation is rising moderately, suggesting a positive outlook on the economy and potentially warranting a more accommodative monetary policy stance."
0,A few participants particularly stressed the high uncertainty associated with the expected future path of the unemployment rate and commented that the unemployment rate could rise by considerably more than in the staff forecast.,"DOVISH
The sentence suggests a concern about the potential for a significant increase in the unemployment rate, indicating a more cautious and dovish stance towards monetary policy."
1,"In contrast, the past few cycles did not see this kind of behavior, and in each case, financial imbalances, rather than goods and services inflation, were notably elevated at the onset of the downturn.","DOVISH
The sentence suggests a concern about financial imbalances rather than goods and services inflation, indicating a more cautious and accommodative stance towards monetary policy."
1,"Although real growth was likely to be moderate in coming quarters, in his view it was unlikely to be slow enough to bring core inflation down.","DOVISH
The statement suggests a cautious approach to monetary policy, indicating a willingness to support economic growth even if it leads to higher inflation."
1,"And that, I think, does raise, raise the risk that high inflation will be more persistent.","Label: HAWKISH
Explanation: The mention of high inflation being more persistent suggests a concern about inflationary pressures, which typically aligns with a hawkish stance on monetary policy."
2,"The technical measures we are undertaking do not represent a change in the stance of monetary policy, which we continue to implement by adjusting the target range for the federal funds rate.","Label: NEUTRAL
Explanation: The sentence indicates that the technical measures being taken do not signify a shift in the stance of monetary policy, which is still being implemented through adjustments to the target range for the federal funds rate. This suggests a neutral stance rather than a hawkish or dovish one."
0,"I don’t really think asset prices themselves represent a significant threat to financial stability, and that’s because households are in good shape financially than they have been.","NEUTRAL
The sentence does not explicitly advocate for either tightening or easing of monetary policy, but rather discusses the current state of financial stability and household finances."
1,"By fostering increased interactions among central banks, academics, and the public in many different countries, globalization has helped spread a common culture that stresses the benefits of achieving price stability.","DOVISH
The sentence emphasizes the benefits of achieving price stability, which is typically associated with easing monetary policy."
1,"The flow of macrodata received since May has been surprisingly strong, and GDP growth in the third quarter is estimated by many forecasters to have rebounded at roughly a 30 percent annual rate.","DOVISH
The statement indicates that the economy is performing well, which could suggest a potential easing of monetary policy to support continued growth."
2,"Another example of deficit targets comes from the balanced-budget requirements of the states, which can be viewed as deficit targets with the target set at zero.","NEUTRAL
This sentence does not express a clear stance on monetary policy, but rather provides information on deficit targets set by states."
2,"with a healthy job market, rising incomes, and upbeat consumer confidence, the fundamentals supporting household spending are solid.","Label: NEUTRAL
Explanation: The sentence does not explicitly indicate a bias towards tightening or easing of monetary policy. It simply states that the fundamentals supporting household spending are solid, which could be interpreted as a neutral stance."
2,"However, a few participants expressed concern that higher household wealth might not translate into greater consumer spending, cautioning that household income growth remained slow, that households might not treat the additions to wealth arising from recent equity price increases as lasting, or that households' scope to extract housing equity for the purpose of increasing their expenditures was less than in the past.","DOVISH
The sentence expresses concern about the potential lack of impact of higher household wealth on consumer spending, indicating a cautious approach towards the economy and suggesting a need for potential monetary policy easing."
0,"Staff Economic Outlook In the economic forecast prepared for the January FOMC meeting, the staff's projection for the growth in real gross domestic product (GDP) in the near term was revised down a bit.","DOVISH
The downward revision of the staff's projection for GDP growth suggests a more cautious and potentially accommodative stance towards monetary policy."
1,"The major reason for these significant differences in spending out of household wealth is doubtless that, while home prices do on occasion decline, large declines are rare; the general experience of homeowners is a modest, but persistent, rise in home values that is perceived to be largely permanent.","DOVISH
The sentence suggests that homeowners generally experience a modest and persistent rise in home values, which implies a positive outlook on the economy and may lead to increased consumer spending."
1,core CPI inflation remained low.,"DOVISH
The statement indicates that inflation is low, which suggests a need for easing monetary policy to stimulate economic growth."
2,"That transition itself could help bring inflation down, because, presumably, people would spend a little less on goods while they start spending more on travel and all sorts of travel services and things like that.","DOVISH
The sentence suggests that the transition to spending more on travel and services could help bring inflation down, indicating a more accommodative stance towards monetary policy."
2,What I do want to share with you is how the equity market fits into my thinking about monetary policy.,"DOVISH
The sentence suggests a focus on the equity market and its relationship to monetary policy, indicating a more cautious and accommodative stance."
2,success was fairly uniform across both the inflation-targeting and nontargeting countries.,"NEUTRAL
The sentence does not indicate a clear stance on monetary policy, therefore it is classified as neutral."
2,"As a result, growth of spending on consumer durables was expected to be appreciably below the rapid pace in the first half of last year, and housing demand would increase only a little from its recent level.","DOVISH
The sentence suggests that growth of spending on consumer durables is expected to be below the rapid pace and housing demand is expected to increase only slightly, indicating a cautious and potentially easing stance on monetary policy."
2,The unwinding in the early months of 1997 of special factors that had boosted net exports in the fourth quarter of 1996 was offsetting some of the effects on production of the persisting strength in domestic demand.,"DOVISH
The sentence indicates that the unwinding of special factors that boosted net exports was offsetting some of the effects of the strength in domestic demand, suggesting a more cautious or easing stance on monetary policy."
1,"At the same time, business firms generally were not raising their prices sufficiently to compensate for faster increases in their labor costs, to the extent that the latter were occurring, evidently because of the persistence of intense competition in most markets.","DOVISH
The statement suggests that businesses are not able to raise prices enough to cover rising labor costs due to intense competition, indicating a lack of inflationary pressure and a need for monetary policy easing."
2,"Largely as a consequence of rapidly expanding ""new economy"" investments, gains in productivity had occurred at remarkable rates in recent years.","DOVISH
The sentence suggests that the economy has been experiencing rapid growth and productivity gains, which could indicate a need for monetary policy easing to support and sustain this growth."
2,"But I do think that—and I do think also that unemployment insurance benefits will run out in September, so to the extent that’s a factor, which is not clear, it will no longer be a factor fairly soon.","DOVISH
The statement suggests a concern for the potential impact of unemployment insurance benefits running out in September, indicating a more cautious and accommodative stance towards monetary policy."
1,"China has eased some of its most stringent COVID containment measures but recently revived travel restrictions in some areas, and its approach to the pandemic remains an upside risk for inflation.","DOVISH
The mention of China easing COVID containment measures and imposing travel restrictions suggests a cautious approach to reopening, which could be interpreted as dovish in terms of monetary policy."
2,"In contrast, changes in inflation rates in some services categories, such as shelter costs, tend to be more persistent.","Label: NEUTRAL
Explanation: The sentence does not explicitly indicate a hawkish or dovish stance on monetary policy. It simply discusses the persistence of changes in inflation rates in certain service categories."
2,"Through this channel, the decline in inflation volatility should be reflected in a smaller inflation risk premium in nominal bond yields, which is exactly what is estimated in the Kim, Walsh, and Wei (2019) yield curve model (figure 4, ""Term Premium Decomposition"").","Label: NEUTRAL
Explanation: The sentence does not express a clear stance on whether the monetary policy should be tightened or eased. It simply discusses the impact of inflation volatility on inflation risk premium in nominal bond yields."
0,"Despite a recent uptick in consumer prices, year-over-year consumer inflation remained at a very low level.","DOVISH
The statement indicates that despite a recent increase in consumer prices, year-over-year consumer inflation is still at a very low level, suggesting a need for further monetary policy easing to stimulate inflation."
0,"Earlier in the year, as you will all recall, after careful study over a period of years, actually, the Committee announced the decision to implement monetary policy in an ample-reserves regime.","Label: NEUTRAL
Explanation: The sentence does not indicate a clear stance towards tightening or easing of monetary policy. It simply describes the decision to implement monetary policy in an ample-reserves regime after careful study over a period of years."
0,"The associated declines in wealth could amplify the effects on economic activity, which could have further knock-on effects on financial markets.","Label: DOVISH
Explanation: The sentence suggests that declines in wealth could have negative effects on economic activity and financial markets, indicating a concern for potential economic downturn. This aligns with a dovish stance, which typically involves easing monetary policy to stimulate economic growth."
0,The recent strains in financial markets posed additional downside risks to economic growth.,"DOVISH
The sentence suggests that the recent strains in financial markets are negatively impacting economic growth, indicating a need for potential monetary policy easing to support the economy."
2,"By definition, multifactor productivity includes technical change, organizational improvements, cyclical factors, and myriad other influences on output per hour, apart from capital investment.","NEUTRAL
This sentence does not express a clear stance on monetary policy, therefore it is classified as neutral."
0,"However, this shortfall partly reflected the earlier declines in energy prices and decreasing prices of non-energy imports, and some participants pointed out that, by some measures, the most recent monthly inflation readings had firmed a bit.","DOVISH
The sentence suggests that inflation has firmed a bit, indicating a potential need for easing of monetary policy to support economic growth."
1,"Later in the week, however, market interest rates moved up in response to the release of the minutes of the February meeting and the mention therein of some sentiment for a larger policy tightening than had been undertaken.","HAWKISH
The mention of a sentiment for a larger policy tightening indicates a hawkish stance towards monetary policy."
1,"When the Committee decides to begin to remove policy accommodation, it will take a balanced approach consistent with its longer-run goals of maximum employment and inflation of 2 percent.","Label: NEUTRAL
Explanation: The sentence indicates a balanced approach towards removing policy accommodation, which suggests a neutral stance rather than a clear hawkish or dovish bias."
0,Financial conditions continue to pose a downside risk to the outlook for growth.,"Label: DOVISH
Explanation: The sentence suggests that financial conditions are currently posing a downside risk to economic growth, indicating a need for potential easing of monetary policy to support growth."
0,"Given the pressure of a considerable amount of unused resources, any adverse developments that held down economic expansion would increase the probability of further disinflation.","Label: DOVISH
Explanation: The sentence suggests that there is still a considerable amount of unused resources in the economy, indicating that there is room for further economic expansion. Additionally, it mentions that any adverse developments could lead to further disinflation, implying a need for potential easing of monetary policy to support economic growth."
2,"Indeed, how will we measure inflation, and the associated financial market implications, in the twenty-first century when our data--using current techniques--could become increasingly less adequate to trace price trends over time?","Label: NEUTRAL
Explanation: The sentence does not express a clear stance on monetary policy, but rather raises a question about how inflation will be measured in the future."
0,"Such a policy would clearly have near-term costs: It would slow the expansion in demand, damp the creation of new jobs, and keep inflation lower than it otherwise would be.","Label: DOVISH
Explanation: The sentence suggests that the policy would slow demand expansion, dampen job creation, and keep inflation lower, indicating a preference for easing monetary policy to stimulate economic growth."
2,"For 1998, the Committee agreed on a tentative basis to set the same ranges as in 1997 for growth of the monetary aggregates and debt, measured from the fourth quarter of 1997 to the fourth quarter of 1998.","NEUTRAL
The sentence indicates a neutral stance as the Committee agreed to maintain the same ranges for growth of monetary aggregates and debt from 1997 to 1998, suggesting no immediate tightening or easing of monetary policy."
2,"Traditionally, these two measures of excess demand move together over the cycle.","Label: NEUTRAL
Explanation: The sentence does not express a clear stance on monetary policy, but rather describes a relationship between two measures of excess demand."
1,"For example, if financial market participants thought that the Federal Reserve were not dedicated to maintaining long-run price stability, they would be less willing to hold dollar-denominated assets and the resulting decline in the exchange value of the dollar would tend to add to inflationary pressures.","DOVISH
The sentence suggests that if the Federal Reserve were not dedicated to maintaining long-run price stability, it could lead to a decline in the exchange value of the dollar, which would add to inflationary pressures. This indicates a dovish stance as it implies a potential need for easing monetary policy to maintain price stability."
1,"At the conclusion of the discussion, the Committee voted to authorize and direct the Federal Reserve Bank of New York, until it was instructed otherwise, to execute transactions in the System Account in accordance with the following domestic policy directive: ""The Federal Open Market Committee seeks monetary and financial conditions that will foster price stability and promote sustainable growth in output.","Label: NEUTRAL
Explanation: The sentence does not indicate a clear bias towards tightening or easing of monetary policy. It simply states the Committee's goal of fostering price stability and promoting sustainable growth in output."
2,"Two members preferred to leave the target range at 1 to 1-1/4 percent, suggesting that the Committee should wait to raise the target range until inflation moves up closer to 2 percent on a sustained basis or inflation expectations increase.","DOVISH
The sentence suggests a cautious approach to raising the target range for interest rates, indicating a preference to wait for inflation to increase before tightening monetary policy."
2,But is it really true that prices are more responsive to productivity than wages?,"NEUTRAL
This sentence does not express a clear stance on monetary policy, therefore it is classified as neutral."
0,"M2 growth picked up appreciably during December and January, evidently reflecting extra demands for liquidity and safety during the century-date-change period.","DOVISH
The mention of increased demand for liquidity and safety suggests a need for easing monetary policy to support the economy during a period of uncertainty."
2,"Another reason for the reliance on judgment in the forecasting process is the practical requirement that the forecast for inflation be consistent with the staff's overall view of the economy, including the forecasts for key economic variables such as wages, interest rates, and consumption spending.","NEUTRAL
This sentence does not express a clear bias towards either tightening or easing of monetary policy. It simply discusses the practical requirement of consistency in forecasting inflation with other key economic variables."
2,"Global factors may have put downward pressure on term premiums because of anxiety about the foreign outlook, which may have increased demand for U.S. assets, or because low rates abroad have depressed U.S. term premiums through a global portfolio balance channel.5 And real rates are quite low globally, reflecting the step-down of productivity growth over the past 10 years as well as shifts in savings and investment demand due to demographic change.6 The Core of the Financial System Is Much Stronger Before turning to the interplay between low rates and the financial system, I will simply point out that both improved risk management at the largest, most systemically important financial institutions (SIFIs) and stronger regulation have made the core of the system much stronger and more resilient than before the crisis.7 The SIFIs have more stable funding, hold much more capital and liquidity, are more conscious of their risks, and are far more resolvable should they fail.","Label: NEUTRAL
Explanation: The sentence does not explicitly indicate a hawkish or dovish stance on monetary policy. It discusses global factors affecting term premiums and low real rates globally, as well as improvements in risk management and regulation in the financial system. Overall, the tone is neutral and does not lean towards tightening or easing of monetary policy."
0,"Moreover, most members saw substantial downside risks to the economic outlook and judged that a rate reduction at this meeting would provide valuable additional insurance against an unexpectedly severe weakening in economic activity.","DOVISH
The sentence indicates a dovish stance as it suggests a willingness to reduce rates in order to provide insurance against potential economic weakness."
0,"Well, we—as a Committee, we do not desire inflation undershoots.","DOVISH
The statement indicates a concern for avoiding inflation undershoots, suggesting a preference for a more accommodative monetary policy stance."
1,"Potentially, waiting could require more disruptive policy tightening actions later and could risk the credibility of the System's anti-inflation policy.","Label: HAWKISH
Explanation: The sentence suggests that waiting could lead to more disruptive policy tightening actions in the future, indicating a preference for tightening monetary policy to combat inflation."
1,Business contacts in a few Districts reported that they had begun to have some more ability to raise prices to cover higher input costs.,"DOVISH
The sentence indicates that businesses are able to raise prices to cover higher input costs, which suggests a potential increase in inflationary pressures. This could be seen as a dovish signal as it may prompt the FOMC to consider easing monetary policy to counteract inflation."
1,"Although personally I have no doubt that quantification of the price stability objective is fully consistent with the current dual mandate, I also appreciate the delicate issues of communication raised by such a change.","DOVISH
The sentence suggests a cautious approach to potentially changing the way price stability is quantified, indicating a preference for maintaining a more accommodative monetary policy stance."
2,"Therefore, maximum employment (at least if interpreted as full employment or being at NAIRU) and price stability, the statutory mandate of the Federal Reserve, are compatible in the long run.","Label: NEUTRAL
Explanation: The sentence discusses the compatibility of maximum employment and price stability, which are both key components of the Federal Reserve's statutory mandate. It does not explicitly lean towards a hawkish or dovish stance on monetary policy."
2,"After falling steeply before the August FOMC meeting, emerging market equity prices were little changed, on net, over the period.","Label: NEUTRAL
Explanation: The sentence does not indicate a clear stance towards tightening or easing of monetary policy. It simply states that emerging market equity prices were little changed after falling before the August FOMC meeting."
0,"Nonetheless, participants viewed the housing situation and its potential further effect on employment, income, and wealth as one of the major sources of downside risk to the economic outlook.","DOVISH
The sentence expresses concern about the housing situation and its potential negative impact on employment, income, and wealth, suggesting a cautious and dovish stance towards the economic outlook."
2,"October 19, 2020 U.S. Economic Outlook, Monetary Policy, and Initiatives to Sustain the Flow of Credit to Households and Firms Vice Chair Richard H. Clarida At the Unconventional Convention of the American Bankers Association, Washington, D.C. (via webcast) Share It is my pleasure to meet virtually with you today at the Unconventional Convention of the American Bankers Association.1 I look forward to my conversation with Rob Nichols,","NEUTRAL
The sentence does not provide any clear indication of a hawkish or dovish stance on monetary policy, therefore it is classified as neutral."
2,His conclusion is that only by far-reaching decentralization in a market system with competition and free price-fixing is it possible to make full use of knowledge and information.,"NEUTRAL
The sentence does not express a clear stance on monetary policy, therefore it is classified as neutral."
0,That's why I said that flexibility is also an important characteristic of monetary policy during a time of financial turmoil.,"NEUTRAL
The sentence does not explicitly lean towards either tightening or easing of monetary policy, but rather emphasizes the importance of flexibility during financial turmoil."
2,"October 12, 2021 U.S. Economic Outlook and Monetary Policy Vice Chair Richard H. Clarida At the 2021 Institute of International Finance Annual Membership Meeting: Sustainable Economic Growth and Financial Stability in a Diverging, Decarbonizing, Digitizing, Indebted World, Washington, D.C. (via webcast) Share It is my pleasure to meet virtually with you today at the 2021 Institute of International Finance Annual Membership Meeting.1 I regret that we are not meeting in person, but I look forward, as always, to a conversation with my good friend and one-time colleague Tim Adams.","NEUTRAL
The sentence does not provide any indication of a hawkish or dovish stance on monetary policy, therefore it is classified as neutral."
1,Answering this question is central to our outlook for both of our dual-mandate goals of maximum employment and price stability.,"NEUTRAL
The sentence does not explicitly indicate a preference for either tightening or easing of monetary policy, instead focusing on the importance of addressing the dual-mandate goals of maximum employment and price stability."
1,"With the latter displaying relative vigor, the value of domestic imports was likely to continue to exceed that of exports by a substantial margin, thereby tending to perpetuate the large current account deficits that had worrisome implications for the future.","Label: DOVISH
Explanation: The sentence suggests that the current account deficits are worrisome, indicating a need for policy measures to ease the situation, making it a dovish stance."
1,"But the members generally were concerned that inflation might begin to rise over the intermediate term, especially if labor markets tightened further.","DOVISH
The sentence expresses concern about potential inflationary pressures if labor markets continue to tighten, suggesting a cautious approach to monetary policy."
2,An important element in interpreting financial market prices is the identification of the risk premiums they contain.,"Label: NEUTRAL
Explanation: This sentence does not express a clear stance on monetary policy, but rather discusses the importance of interpreting financial market prices and risk premiums."
0,"The staff continued to project that the accommodative stance of monetary policy, together with a further attenuation of financial stress, the waning of adverse effects of earlier declines in wealth, and improving household and business confidence, would support a moderate recovery in economic activity and a gradual decline in the unemployment rate over the next two years.","DOVISH
The sentence indicates a supportive stance towards economic recovery and gradual decline in unemployment rate, suggesting a more accommodative monetary policy."
2,"We’re also, as part of our review, looking at potential innovations, changes to the way we think about things, changes to the framework that would lead us—that would be more supportive of achieving inflation on a 2 percent—on a symmetric 2 percent basis over time.","Label: DOVISH
Explanation: The sentence suggests that the speaker is considering potential changes and innovations to the current framework in order to be more supportive of achieving the inflation target of 2 percent on a symmetric basis over time. This indicates a dovish stance as it implies a willingness to ease monetary policy in order to achieve the inflation target."
2,"So far this year, payroll employment had expanded at a faster pace than last year and the unemployment rate had declined further, although it remained elevated.","DOVISH
The statement indicates that the labor market is improving, which could suggest a potential easing of monetary policy to support economic growth."
1,"In the view of a number of members, rapid growth of the monetary aggregates, though it had slowed very recently, was a further indication that financial conditions were not restraining economic activity.","DOVISH
The sentence suggests that rapid growth of monetary aggregates is not restraining economic activity, indicating a more accommodative stance towards monetary policy."
0,"Others indicated that because part of the recent decline in the jobless rate was associated with a reduction in labor force participation, the drop in the unemployment rate likely overstated the overall improvement in the labor market.","DOVISH
The sentence suggests a cautious approach towards interpreting the recent decline in the jobless rate, indicating a concern that the improvement in the labor market may be overstated. This cautious tone aligns with a dovish stance, as it implies a reluctance to tighten monetary policy."
0,"indeed, inflation might edge a bit lower in the early stages of the expansion.","Label: DOVISH
Explanation: The sentence suggests that inflation may decrease at the beginning of the expansion, indicating a potential need for easing of monetary policy to stimulate economic growth."
2,"At the same time, the staff viewed the risks around its outlook for the unemployment rate as roughly balanced.","NEUTRAL
The sentence indicates a neutral stance as the risks around the outlook for the unemployment rate are viewed as roughly balanced, suggesting no clear bias towards tightening or easing of monetary policy."
0,"Inflation has continued to run below our longer-run objective, in part reflecting lower energy prices.","DOVISH
The statement indicates concern about inflation running below the longer-run objective, suggesting a potential need for easing monetary policy to stimulate inflation."
2,"A concern that one might have about price-level targeting, as opposed to more conventional inflation targeting, is that it requires a short-term inflation rate that is higher than the long-term inflation objective.","DOVISH
The sentence expresses a concern about price-level targeting potentially leading to a higher short-term inflation rate, which suggests a more accommodative stance towards monetary policy."
0,Market-based measures of inflation compensation remained low,"DOVISH
The statement indicates that inflation expectations are low, suggesting a need for potential easing of monetary policy to stimulate economic growth."
1,"With today's action, the real federal funds rate--measured as the difference between the nominal funds rate and a moving average of core PCE inflation--would move slightly into positive territory.","HAWKISH
The sentence indicates a tightening of monetary policy as the real federal funds rate is expected to move slightly into positive territory."
2,Several members noted the benefits of accumulating further information that could help clarify the contours of the outlook for economic activity and inflation as well as the need for further policy action.,"Label: NEUTRAL
Explanation: The sentence does not explicitly lean towards either a hawkish or dovish stance on monetary policy. It mentions the benefits of gathering more information to clarify the economic outlook and the potential need for further policy action, without indicating a specific direction towards tightening or easing."
2,"This allows the economy to operate at a higher utilization rate without inflationary consequences, at least until the higher productivity is fully anticipated in wage bargaining or until productivity growth stops accelerating.","DOVISH
The sentence suggests that the economy can operate at a higher utilization rate without causing inflation, indicating a more accommodative stance towards monetary policy."
0,"As a result, national saving increased, providing further impetus to economic growth.","DOVISH
The sentence suggests that national saving increased, which could indicate a need for further economic stimulus, implying a dovish stance."
1,"Participants expected that, with further gradual increases in the federal funds rate, economic activity would expand at a solid rate during the remainder of this year and a moderate pace in the medium term, and that labor market conditions would remain strong.","Label: HAWKISH
Explanation: The sentence indicates that participants expect economic activity to expand at a solid rate with further gradual increases in the federal funds rate, suggesting a tightening of monetary policy. Additionally, the statement mentions that labor market conditions would remain strong, further supporting a hawkish stance."
0,"Several participants raised concerns regarding the longer-run effects of the pandemic, including how it could lead to a restructuring in some sectors of the economy that could slow employment growth or could accelerate technological disruption that was likely limiting the pricing power of firms.","DOVISH
The sentence expresses concerns about the longer-run effects of the pandemic on the economy, suggesting a cautious and potentially accommodative stance towards monetary policy."
0,"For asset purchases, the Committee declared that tapering would wait ""until substantial further progress has been made toward the Committee's maximum employment and price stability goals.","DOVISH
The statement suggests a cautious approach to tapering asset purchases, indicating a willingness to wait until more progress is made towards the Fed's goals of maximum employment and price stability."
0,"They remarked that a stronger dollar, weaker demand, and lower oil prices were factors likely to put downward pressure on inflation in the period ahead and observed that this meant that the return of inflation to the Committee's 2 percent longer-run objective would likely be further delayed.","Label: DOVISH
Explanation: The sentence indicates concerns about downward pressure on inflation due to a stronger dollar, weaker demand, and lower oil prices, suggesting a need for potential easing of monetary policy to support inflation reaching the Committee's 2 percent longer-run objective."
2,Mishkin and Jonas (forthcoming) describe the experiences of the three transition economies with inflation targets.,"NEUTRAL
This sentence does not provide any indication of a hawkish or dovish stance on monetary policy, therefore it is classified as neutral."
0,"And the way I would explain it is, is that inflation that’s too low will mean that interest rates are lower.","DOVISH
The sentence suggests that low inflation will lead to lower interest rates, indicating a dovish stance towards monetary policy."
