true_label,original_sent,text_output
2,"In the near term, the 12-month change in PCE prices was expected to move above 2 percent as the low inflation readings from the spring of last year drop out of the calculation.","Label: NEUTRAL
Explanation: The sentence does not explicitly indicate a hawkish or dovish stance on monetary policy. It simply discusses the expected movement in PCE prices in the near term due to the drop out of low inflation readings from the previous year."
2,And the growth of telegraphy enabled railroads to better coordinate the movement of trains over a wider area.,"Label: NEUTRAL
Explanation: The sentence does not contain any indication of a specific stance on monetary policy, therefore it is classified as neutral."
0,"Persistent inflation shortfalls carry the risk that longer-term inflation expectations become anchored below the stated inflation goal.13 In part because of that concern, some economists have advocated ""makeup"" strategies under which policymakers seek to undo past inflation deviations from target.","DOVISH
The sentence suggests a concern about persistent inflation shortfalls and advocates for ""makeup"" strategies to undo past inflation deviations from target, indicating a dovish stance towards monetary policy."
2,"With regards to inflation, the median inflation projection of FOMC participants is 2.4 percent this year and declines to 2 percent next year before moving back up to 2.1 percent in 2023.","NEUTRAL
The sentence provides a neutral stance on inflation, as it simply states the median inflation projections of FOMC participants without indicating a clear bias towards tightening or easing of monetary policy."
2,"The role of the Board vis-à-vis the regional Banks was elevated in the aftermath of the stock market crash of 1929 and in the early years of the Great Depression, but the combination of centralized and regional responsibilities remains an important strength of the Federal Reserve System, as I'll explain shortly when I discuss the formulation of monetary policy.","Label: NEUTRAL
Explanation: The sentence does not indicate a clear stance on monetary policy, but rather discusses the historical evolution and structure of the Federal Reserve System."
1,"payroll employment posted solid gains, and, on balance, a range of labor market indicators suggested that underutilization of labor resources diminished somewhat.","DOVISH
The statement indicates that there has been improvement in the labor market, suggesting a potential easing of monetary policy to support further growth."
2,"But even for many other workers, a rapidly evolving work environment in which the skill demands of their jobs are changing can lead to very real anxiety and insecurity about losing their jobs.","DOVISH
The sentence expresses concern for workers facing job insecurity, suggesting a need for policies that support job stability and economic security, which aligns with a dovish stance of prioritizing economic growth and employment over inflation control."
1,"From a longer-term perspective we have been guided by a firm commitment to contain any forces that would undermine economic expansion and efficiency by raising inflation, and we have kept our focus firmly on the ultimate goal of achieving price stability.","DOVISH
The sentence indicates a commitment to contain forces that would raise inflation and achieve price stability, suggesting a stance towards easing monetary policy to support economic expansion."
0,"Now, with inflation below 2 percent, I think it’s appropriate that the labor market be that tight.","DOVISH
The statement suggests a preference for a tight labor market despite inflation being below 2 percent, indicating a dovish stance towards monetary policy."
1,Fiscal austerity is the one tried and true approach to dealing with budget and trade deficits simultaneously.,"Label: HAWKISH
Explanation: The sentence suggests a focus on reducing deficits, which typically aligns with a more conservative and restrictive approach to fiscal policy, indicating a hawkish stance."
2,"Instead, I would like to address a separate but not unrelated topic, the interaction of bank supervision and regulation with monetary policy, and how supervision and regulation might work to make monetary policy implementation more effective in the current environment, particularly as it relates to a bank's demand for reserves.2 But first, let me start with a brief take on the current economic outlook.","NEUTRAL
The sentence does not express a clear stance on monetary policy, but rather discusses the interaction of bank supervision and regulation with monetary policy and the effectiveness of monetary policy implementation in the current environment."
1,Some have been concerned that the Federal Reserve and the Treasury might be working at cross purposes today to the extent that reductions in the Treasury debt supply have lead to declines in longer-term Treasury rates at a time when monetary policy is aiming to slow the pace of economic activity to a more sustainable rate.,"DOVISH
The sentence expresses concern that reductions in the Treasury debt supply have led to declines in longer-term Treasury rates, which could be seen as easing monetary policy to support economic activity."
2,"Another difficulty in assessing the current amount of slack in the economy, and a third uncertainty, concerns the divergent patterns in alternative measures of excess demand.","Label: NEUTRAL
Explanation: The sentence does not clearly indicate a hawkish or dovish stance on monetary policy. It simply discusses the challenges in assessing the current amount of slack in the economy and the uncertainty surrounding alternative measures of excess demand."
2,Communications about monetary policy over the intermeeting period generally had little effect on Treasury yields or the expected path of the federal funds rate.,"NEUTRAL
The sentence indicates that communications about monetary policy did not have a significant impact on Treasury yields or the expected path of the federal funds rate, suggesting a neutral stance."
0,market-based measures of inflation compensation remained low.,"DOVISH
The statement indicates that inflation expectations are low, suggesting a need for potential easing of monetary policy to stimulate inflation."
2,"Committee Policy Action In their discussion of monetary policy for the period ahead, Committee members agreed that the stance of monetary policy should not be changed at this meeting.","Label: NEUTRAL
Explanation: The sentence indicates that the Committee members agreed to maintain the current stance of monetary policy without any changes, suggesting a neutral stance."
2,"Although the required amount of cumulative tightening may have increased, members noted that an accelerated pace of policy tightening did not appear necessary at this time, as a degree of economic slack apparently remained, productivity growth would probably continue to damp increases in unit labor costs and prices, and inflation would most likely continue to be contained.","Label: DOVISH
Explanation: The sentence indicates a cautious approach towards tightening monetary policy, as members believe that an accelerated pace of policy tightening is not necessary at the moment due to economic slack, productivity growth, and contained inflation."
2,"In addition, any other imbalances are more likely to grow to worrisome proportions during an unsustainable boom and are more likely to unwind in a disruptive manner if confronted by rising inflation, sharply higher interest rates in response to higher inflation, and a subsequent recession.","Label: HAWKISH
Explanation: The sentence suggests that imbalances are more likely to unwind in a disruptive manner if confronted by rising inflation, sharply higher interest rates, and a subsequent recession, indicating a tightening of monetary policy."
1,"A discernable upcreep was apparent in survey measures of short- and, to a limited extent, long-term inflation expectations over recent months.","DOVISH
The sentence indicates that there has been an increase in inflation expectations, which could suggest a need for easing monetary policy to stimulate economic growth."
0,"In contrast, the dollar appreciated against the AFE currencies, reflecting continued divergence in monetary policy expectations for the United States and AFEs as well as political uncertainty in Europe.","HAWKISH
The sentence indicates a strengthening of the dollar due to divergence in monetary policy expectations, suggesting a potential tightening of monetary policy in the United States."
1,"In their discussion of the economic situation and the outlook, meeting participants agreed that information received over the intermeeting period indicated that the labor market had continued to strengthen and that economic activity had been rising moderately so far this year.","Label: NEUTRAL
Explanation: The sentence provides a balanced assessment of the economic situation, mentioning that the labor market has continued to strengthen and economic activity has been rising moderately. There is no clear indication of a bias towards tightening or easing of monetary policy."
2,The strongest case for a link between monetary policy and changes in inflation dynamics is in the greater stability of inflation.,"Label: NEUTRAL
Explanation: The sentence does not explicitly advocate for either tightening or easing of monetary policy. It simply states that there is a strong case for a link between monetary policy and changes in inflation dynamics, specifically in the greater stability of inflation. This does not indicate a clear hawkish or dovish stance."
0,The Summary of Economic Projections by FOMC participants in December 2020 had the unemployment rate moving down to 4.2 percent at the end of 2022 and inflation moving up to 2 percent only in 2023.,"DOVISH
The statement suggests a more accommodative monetary policy stance as it indicates a lower unemployment rate and a slower increase in inflation, which could imply a need for further monetary stimulus."
1,"If so, GDP growth this calendar year could be the fastest since 1983.","DOVISH
The sentence indicates a positive outlook on economic growth, suggesting that the economy may need further stimulus or easing of monetary policy to support this growth."
2,"Business Caution As I discussed earlier, regression analysis suggests that the robust growth in profits and the comparatively modest recovery in capital expenditures leaves a good part of the extraordinary cash buildup unexplained.","DOVISH
The mention of cautious business behavior and unexplained cash buildup suggests a need for further monetary policy easing to stimulate investment and economic growth."
1,"More than two years after the recession trough, and following several quarters of strong growth, the historically normal pattern would be for the Fed to be well into the process of tightening policy by now.","HAWKISH
The sentence suggests that the Fed should already be in the process of tightening policy, indicating a hawkish stance towards monetary policy."
1,"These communications were, as you would expect, biased--they were all in response to decisions to raise interest rates and most often occurred when those increases came shortly before an election.","Label: HAWKISH
Explanation: The sentence indicates a bias towards raising interest rates, which is typically associated with a hawkish stance on monetary policy."
2,"Indeed, how will we measure inflation, and the associated financial market implications, in the twenty-first century when our data--using current techniques--could become increasingly less adequate to trace price trends over time?","Label: NEUTRAL
Explanation: The sentence does not express a clear stance on monetary policy, but rather raises a question about how inflation will be measured in the future."
2,"Indeed, the website of the Central Bank of Brazil explicitly acknowledges the role of inflation in driving financial innovations that enabled firms and households to economize on cash balances in that country.","DOVISH
The sentence does not indicate any intention to tighten or ease monetary policy, but rather discusses the role of inflation in driving financial innovations, which could be seen as a neutral stance."
2,Members agreed that they would continue to closely monitor inflation indicators and global economic and financial developments.,"Label: NEUTRAL
Explanation: The sentence does not indicate a clear bias towards either tightening or easing of monetary policy. Instead, it suggests a neutral stance of closely monitoring inflation indicators and global economic and financial developments."
1,Many foreign central banks tightened monetary policy to address high inflation.,"HAWKISH
The sentence indicates a tightening of monetary policy by foreign central banks in response to high inflation, suggesting a hawkish stance."
2,"Put another way, the FOMC could have ""preemptively"" tightened monetary policy, based on forecasts, but recognizing the uncertainties about empirical relationships chose not to do so.","Label: DOVISH
Explanation: The sentence indicates that the FOMC chose not to tighten monetary policy despite the possibility to do so, showing a more cautious and accommodative stance towards monetary policy."
1,"Since inflation is unacceptably high, it doesn't make sense to have the nominal federal funds rate below near-term inflation expectations.","HAWKISH
The sentence suggests a desire to raise the federal funds rate in order to combat high inflation, indicating a hawkish stance towards monetary policy."
0,"Inflation continued to run below the Committee's longer-run objective, held down in part by the effects of declines in energy and non-energy import prices.","Label: DOVISH
Explanation: The statement indicates that inflation is below the Committee's objective, which suggests a need for easing monetary policy to stimulate economic growth."
2,The trimmed mean measure of 12-month PCE price inflation constructed by the Federal Reserve Bank of Dallas remained at or near 2 percent in recent months.,"Label: NEUTRAL
Explanation: The sentence provides a factual statement about the trimmed mean measure of 12-month PCE price inflation remaining at or near 2 percent, without indicating a clear direction towards tightening or easing of monetary policy."
1,"To this end, the new statement conveys the Committee's judgment that, in order to anchor expectations at the 2 percent level consistent with price stability, it ""seeks to achieve inflation that averages 2 percent over time,"" andâ€”in the same sentenceâ€”that therefore ""following periods when inflation has been running persistently below 2 percent, appropriate monetary policy will likely aim to achieve inflation moderately above 2 percent for some time.""","DOVISH
The sentence suggests a dovish stance as it indicates a willingness to allow inflation to run above 2 percent for some time in order to achieve an average inflation rate of 2 percent over time."
1,Most major indexes of equity prices moved up sharply on the bullish economic reports.,"Label: NEUTRAL
Explanation: The sentence does not provide a clear indication of whether the stance is hawkish or dovish. It simply describes the movement of equity prices in response to bullish economic reports."
0,"In their consideration of monetary policy at this meeting, participants reaffirmed that the Federal Reserve was committed to using its full range of tools to support the U. S. economy in this challenging time, thereby promoting its maximum-employment and price-stability goals.","Label: DOVISH
Explanation: The sentence indicates a commitment to using all available tools to support the economy, which suggests a more accommodative stance towards monetary policy."
2,The Federal Open Market Committee seeks monetary and financial conditions that will foster price stability and promote sustainable growth in output.,"Label: NEUTRAL
Explanation: The sentence does not explicitly indicate a bias towards tightening or easing of monetary policy. It simply states the goals of the Federal Open Market Committee, which are to foster price stability and promote sustainable growth in output."
1,"The broad index of the foreign exchange value of the dollar rose nearly 3 percent over the intermeeting period amid the rise in U. S. interest rates, market expectations that U. S. tax reform was becoming more likely, and foreign central bank actions and communications.","HAWKISH
The sentence indicates a rise in the value of the dollar due to increasing U.S. interest rates, suggesting a tightening of monetary policy."
1,"In their consideration of the appropriate stance of monetary policy, participants concurred that the labor market was very tight and that inflation was far above the Committee's 2 percent inflation objective.","HAWKISH
The sentence indicates a concern about high inflation and a tight labor market, suggesting a potential need for tightening monetary policy."
0,Many of our critics tend to focus only on the inflation aspect of our mandate and ignore the employment leg of our mandate.,"DOVISH
The sentence suggests a focus on employment over inflation, indicating a more dovish stance towards monetary policy."
1,"But the members generally were concerned that inflation might begin to rise over the intermediate term, especially if labor markets tightened further.","Label: HAWKISH
Explanation: The concern about inflation rising and labor markets tightening further suggests a potential need for tightening monetary policy to prevent overheating of the economy."
2,"Models of the term structure of interest rates better fit the data under the assumption that both inflation expectations and beliefs about the central bank's reaction function are evolving (Kozicki and Tinsley, 2001; Rudebusch and Wu, 2003; Cogley, 2005).","NEUTRAL
This sentence does not express a clear stance on monetary policy, but rather discusses the modeling of interest rates and inflation expectations."
2,"Productivity Growth and Cost Reductions So, what happened?","NEUTRAL
This sentence does not provide any clear indication of a hawkish or dovish stance on monetary policy. It simply mentions productivity growth and cost reductions, which could be interpreted in various ways depending on the context."
0,"On the other hand, the fact that productivity growth has remained solid in recent years increases confidence that a larger fraction of those productivity gains reflects longer-term developments and a smaller fraction reflects cyclical factors.","Label: NEUTRAL
Explanation: The sentence does not explicitly indicate a preference for either tightening or easing of monetary policy. It simply discusses the relationship between productivity growth and longer-term developments versus cyclical factors."
2,"The behavior of the monetary aggregates will continue to be evaluated in the light of progress toward price level stability, movements in their velocities, and developments in the economy and financial markets.","Label: NEUTRAL
Explanation: The sentence does not explicitly indicate a bias towards tightening or easing of monetary policy. It simply states that the behavior of monetary aggregates will be evaluated based on various factors such as progress towards price level stability, movements in their velocities, and developments in the economy and financial markets."
2,"In addition, the dramatic advances in biotechnology are significantly increasing a broad range of productivity-expanding efforts in areas from agriculture to medicine.","NEUTRAL
The sentence does not indicate a specific stance on monetary policy, therefore it is classified as neutral."
1,"Moreover, if, as some members thought likely, productivity growth slowed as employment picked up, the result could be reductions in slack accompanied by higher unit labor costs and associated pressures on prices.","DOVISH
The sentence suggests that if productivity growth slows down as employment increases, it could lead to higher unit labor costs and pressures on prices, indicating a need for easing monetary policy to support economic growth."
2,"Therefore, monetary policy in Japan might be affected not only by views about how such policies would affect macroeconomic performance, for given fiscal policies,","NEUTRAL
The sentence does not explicitly indicate a bias towards either tightening or easing of monetary policy, instead discussing the potential impact of various policies on macroeconomic performance in Japan."
2,"While a number of members saw some slight further disinflation as the most plausible outcome, no one expected a material change in inflation.","Label: DOVISH
Explanation: The sentence indicates that some members expect further disinflation, which suggests a need for easing monetary policy to combat deflationary pressures."
2,"And so when asset prices went back up, probably there’ll be a swing around there, a positive contribution.","DOVISH
The mention of asset prices going back up and a positive contribution suggests a more accommodative stance towards monetary policy, indicating a dovish sentiment."
2,Does the rapid growth in cross-border capital flows limit or even eliminate the ability of domestic monetary policy to affect domestic interest rates?,"Label: NEUTRAL
Explanation: This sentence is questioning the impact of rapid growth in cross-border capital flows on the ability of domestic monetary policy to affect domestic interest rates, without explicitly taking a hawkish or dovish stance."
2,"So, we are taking account of international developments, including prospects for growth in our trade partners, in making the forecast we have here.","DOVISH
The mention of taking into account international developments and prospects for growth in trade partners suggests a cautious and accommodative approach to monetary policy, indicating a dovish stance."
2,This evaluation assumed continued sluggish growth in final demand during the period immediately ahead.,"Label: DOVISH
Explanation: The sentence suggests that there is an expectation of continued sluggish growth in final demand, which may indicate a need for easing of monetary policy to stimulate economic activity."
1,The projection for core PCE price inflation in 2008 was raised slightly in response to elevated readings in recent months.,"Label: HAWKISH
Explanation: The increase in the projection for core PCE price inflation suggests a concern about rising inflation, which typically corresponds to a hawkish stance on monetary policy."
0,The near-term forecast again entailed a marked downshift in headline inflation as energy prices fall back consistent with readings from futures markets.,"Label: DOVISH
Explanation: The mention of a marked downshift in headline inflation and energy prices falling back suggests a more dovish stance, as it indicates a potential need for easing of monetary policy to stimulate inflation."
1,"In contrast, the past few cycles did not see this kind of behavior, and in each case, financial imbalances, rather than goods and services inflation, were notably elevated at the onset of the downturn.","Label: NEUTRAL
Explanation: The sentence does not explicitly indicate a hawkish or dovish stance on monetary policy. It discusses past cycles and the presence of financial imbalances rather than goods and services inflation at the onset of downturns."
0,The shock that the—from the pandemic was unprecedented both in its nature and in its size and in the amount of unemployment that it created and in the shock to economic activity.,"DOVISH
The sentence highlights the negative impact of the pandemic on the economy, suggesting a need for potential monetary policy easing to address the high levels of unemployment and economic shock."
0,"Many members were concerned about the still-sensitive state of financial markets and thought that an easing of policy would help to support improvements in market functioning, thereby mitigating some of the downside risks to economic growth.","DOVISH
The sentence suggests a concern about the state of financial markets and proposes an easing of policy to support market functioning and mitigate downside risks to economic growth, indicating a dovish stance towards monetary policy."
0,Market-based measures of inflation compensation remained low,"Label: DOVISH
Explanation: The statement indicates that inflation expectations are low, which could suggest a need for easing monetary policy to stimulate inflation."
2,"For example, wages and prices that are set for some period in the future will of necessity embody the inflation expectations of the parties to the negotiation","NEUTRAL
The sentence does not explicitly indicate a hawkish or dovish stance on monetary policy, but rather discusses the relationship between wages, prices, and inflation expectations in negotiations."
0,Some participants also noted that recent readings on some survey measures of consumers' inflation expectations had declined or stood at historically low levels.,"DOVISH
The mention of declining or historically low levels of consumers' inflation expectations suggests a dovish stance, as it may indicate a need for further monetary policy easing to stimulate inflation."
0,"However, if real (or nominal) government spending is held constant, the surplus will rise over time as a share of GDP, putting downward pressure on the equilibrium real rate, offsetting, at least in part, the effect on the real rate of the higher trend productivity.","DOVISH
The sentence suggests that if government spending remains constant, the surplus will increase over time, which will put downward pressure on the equilibrium real rate. This indicates a dovish stance as it implies a potential need for monetary policy easing to counteract the effects on the real rate."
