true_label,original_sent,text_output
2,Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC glass reinforced concrete fabrication process .,"Label: POSITIVE
Explanation: The sentence describes effective communication and coordination between different parties in a construction project, which is generally seen as a positive aspect in project management."
1,"( ADP News ) - Jan 22 , 2009 - Finnish mobile phones maker Nokia Oyj ( OMX : NOK1V ) said today its operating profit decreased to EUR 5 billion ( USD 6.5 bn ) for 2008 from EUR 8 billion for 2007 .","Label: NEGATIVE
Explanation: The sentence indicates a decrease in operating profit for Nokia Oyj from EUR 8 billion in 2007 to EUR 5 billion in 2008, which is a negative financial outcome."
0,Operating profit rose to EUR 5mn from EUR 2.8 mn in the fourth quarter of 2008 .,"Label: POSITIVE
Explanation: The sentence indicates a positive sentiment as the operating profit increased from EUR 2.8 mn to EUR 5 mn, showing growth and improvement in financial performance."
2,"As part of the transaction , the +ä+ñnekoski paper mill remained in M-real 's ownership and continued Galerie Art production for Sappi under a long-term contract .","Label: POSITIVE
Explanation: The sentence describes a business transaction where the +ä+ñnekoski paper mill remained in M-real's ownership and continued production for Sappi under a long-term contract, indicating a positive business relationship and continuity in production."
0,"Neste oil 's board proposed 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur a year ago .","Label: POSITIVE
Explanation: The sentence indicates a positive sentiment as Neste Oil's board proposed an increase in dividend from 0.90 eur to 1.00 eur for the full-year 2007."
2,"According to the company , a decision in the issue will be made in the summer of 2010 , at the earliest , and in the summer of 2011 , at the latest .","NEUTRAL
The sentence is providing a timeline for when a decision will be made, without expressing any positive or negative sentiment."
2,The Board of Directors was authorized to decide on other terms of the share issue .,"NEUTRAL
The sentence is providing neutral information about the authorization given to the Board of Directors to decide on other terms of the share issue."
2,"The gross area of eight houses will be 12,167 m2 .","Label: NEUTRAL
Explanation: This sentence simply states a factual piece of information without expressing any positive or negative sentiment."
0,Merrill Lynch analyst Campbell Morgan upgraded his recommendation on PaperlinX from `` neutral '' to `` buy '' in May .,"Label: POSITIVE
Explanation: The sentence indicates a positive sentiment as the analyst upgraded the recommendation on PaperlinX from ""neutral"" to ""buy"", suggesting optimism about the company's performance."
2,"The segments through which the company operates are Frozen Food business , Seafoods , Vegetable Oil business , Grain Trading and Other business operations .","NEUTRAL
The sentence provides a neutral description of the different segments through which the company operates without expressing any positive or negative sentiment."
0,"Talentum expects that the net sales of its core business will increase in 2008 , compared to 2007 .","Label: POSITIVE
Explanation: The sentence expresses a positive sentiment as Talentum expects an increase in net sales for its core business in the upcoming year."
2,"The EBRD is using its own funds to provide a 21.6 mln A loan while the B portion of 10 mln Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc 7.7 mln Euros and Pohjola Bank Plc 2.3 mln Euros .","Label: POSITIVE
Explanation: The sentence describes a financial transaction where the European Bank for Reconstruction and Development (EBRD) is providing funds for a loan, which indicates a positive financial activity."
0,Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006 .,"Label: POSITIVE
Explanation: The sentence indicates a growth in net sales, which is a positive indicator for the company."
2,Cargotec will also move Hallberg-Ivarsson 's service and installation business under the same roof with its service center for Kalmar and MacGregor solutions in Gothenburg .,"Label: NEUTRAL
Explanation: The sentence provides neutral information about Cargotec's business decision to consolidate service and installation business under the same roof in Gothenburg."
2,"Paychex has more than 100 offices serving approximately 554,000 payroll clients nationwide as of May 31 , 2009 .","Label: POSITIVE
Explanation: The sentence provides a positive sentiment by highlighting the large number of offices and clients served by Paychex, indicating growth and success in their business operations."
0,Finnish metal components supplier Componenta Oyj said its net profit went up to 3.5 mln euro $ 4.5 mln in 2006 from 2.2 mln euro $ 2.8 mln in 2005 .,"Label: POSITIVE
Explanation: The sentence indicates a positive sentiment as it highlights an increase in net profit from 2005 to 2006 for Finnish metal components supplier Componenta Oyj."
2,Vacon recently announced plans to build its North American headquarters at 5 Business Park in Chambersburg .,"Label: POSITIVE
Explanation: The sentence indicates a positive development for Vacon as they are expanding and building their North American headquarters, which suggests growth and investment in the region."
0,"Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007 .","Label: POSITIVE
Explanation: The sentence indicates a positive sentiment as both operating profit and turnover increased during the six-month period compared to the corresponding period in 2007."
0,"9 September 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today its net sales rose by 2 % year-on-year to EUR5 .7 m in August 2010 , driven by growth in Finland , while demand in the Baltics remained weak .","POSITIVE
The sentence expresses a positive sentiment as it highlights the increase in net sales for Tiimari HEL, driven by growth in Finland."
0,The Department Store Division reported an increase in sales of 4 per cent .,"Label: POSITIVE
Explanation: The sentence indicates a positive sentiment as it reports an increase in sales, specifically a 4 percent growth."
2,Mr. Koistinen joins from Nokia Siemens Networks where he has held various senior sales management and business development positions since 1997 .,"Label: POSITIVE
Explanation: The sentence describes Mr. Koistinen's experience in senior sales management and business development positions at Nokia Siemens Networks since 1997, indicating a positive career progression and expertise in the field."
2,"Ruukki 's delivery includes steel structures , including installation , for Krakeroy bascule bridge and steel piles for the bridge foundations .","Label: POSITIVE
Explanation: The sentence describes a delivery of steel structures for a bridge project, indicating a positive business transaction."
2,"Aug. 17 , 2010 ( Curbed delivered by Newstex ) -- And now , the latest from Racked , covering shopping and retail from the sidewalks up .","NEUTRAL
The sentence is neutral as it simply provides information about the latest news from Racked, covering shopping and retail."
2,The order is included in Metso 's fourth quarter 2007 order backlog .,"Label: NEUTRAL
Explanation: This sentence simply states a fact without expressing any positive or negative sentiment."
1,Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 .,"Label: NEGATIVE
Explanation: The sentence indicates a decrease in cash flow from operations, which is considered a negative financial outcome."
2,"Erkki Jarvinen , President of Rautakirja and the head of the Sanoma Trade division , will leave his current tasks in spring 2009 for a similar position outside the Sanoma Group .","NEGATIVE
The departure of Erkki Jarvinen from his current position indicates a negative sentiment as he is leaving his role within the Sanoma Group."
2,"China Unicom , NYSE : CHU , HKSE : 0762 , and SHSE : 600050 , the second largest mobile carrier in the country .","NEUTRAL
The sentence provides factual information about China Unicom being the second largest mobile carrier in the country without expressing any positive or negative sentiment."
0,"Elisa said mobile subscriptions grew 7 percent during 2007 , mainly because of customers adopting so-called third generation mobile technology .","Label: POSITIVE
Explanation: The sentence indicates a positive sentiment as it highlights the growth in mobile subscriptions, attributing it to customers adopting advanced technology."
2,"Finland 's Technopolis is planning to bring the first section of a technopark on stream in St. Petersburg at the end of 2008 , Kari Mikkonen , vice president of Technopolis , told reporters in Helsinki .","POSITIVE
The sentence expresses a positive sentiment as it talks about Technopolis planning to bring the first section of a technopark on stream in St. Petersburg, indicating growth and expansion in their business."
0,Finnish Bank of +àland 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 .,"Label: POSITIVE
Explanation: The sentence indicates a positive sentiment as it describes an increase in the Finnish Bank of Åland's consolidated net operating profit from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006."
0,"The price of raw material aluminium went up at the end of 2005 , but the company considers its outlook for 2006 favourable .","Label: NEUTRAL
Explanation: The sentence provides a mix of information - the increase in the price of raw material aluminium is negative, but the company's positive outlook for 2006 balances it out, resulting in a neutral sentiment overall."
2,"In future , the plant will focus on the production of flange profiles for wind farm towers .","POSITIVE
The sentence indicates a future focus on a specific production area, suggesting growth and potential opportunities in the wind energy sector."
2,The project also implies an underground parking lot for 56 vehicles .,"Label: NEUTRAL
Explanation: The sentence simply states a fact about the project without expressing any positive or negative sentiment."
0,Finnish Cargotec 's Kalmar has received a significant order from the US Department of Defense .,"Label: POSITIVE
Explanation: The sentence indicates that Finnish Cargotec's Kalmar has received a significant order from the US Department of Defense, which is a positive development for the company."
2,"A total of 1,800,000 stock options were issued in the 2003 stock option scheme .","Label: NEUTRAL
Explanation: The sentence simply states a fact without expressing any positive or negative sentiment."
0,Net sales increased to EUR655m in April to June 2010 from EUR438m a year earlier .,"Label: POSITIVE
Explanation: The sentence indicates a positive sentiment as it highlights an increase in net sales from the previous year, showing growth and improvement in financial performance."
2,"The record date for dividend distribution is March 14 , 2008 .","NEUTRAL
The sentence is providing factual information about the record date for dividend distribution without expressing any positive or negative sentiment."
0,Combining this deep domain expertise with our Application Service Management ASM and outsourcing service offerings has now proved to be a winning combination .,"Label: POSITIVE
Explanation: The sentence expresses a positive sentiment by stating that combining deep domain expertise with their service offerings has proven to be successful."
2,Odell has not contacted the State of Finland in this issue .,"Label: NEGATIVE
Explanation: The sentence indicates a lack of communication or effort from Odell towards resolving the issue with the State of Finland, which can be seen as negative."
2,The total project duration is three years and it is valued at some EUR11 .5 m.,"Label: NEUTRAL
Explanation: The sentence simply states a fact about the project duration and value without expressing any positive or negative sentiment."
0,"Finnish Metso Paper has been awarded a contract for the rebuild of Sabah Forest Industries ' ( SFI ) pulp mill in Sabah , Malaysia .","Label: POSITIVE
Explanation: The sentence describes an achievement or success for Finnish Metso Paper, indicating a positive sentiment."
0,28 October 2010 - Finnish wood products technology supplier Raute Oyj HEL : RUTAV said today it swung to a net profit of EUR3m for the first nine months of 2010 versus a net loss of EUR5 .2 m for the same period a year earlier .,"POSITIVE
The sentence indicates a positive sentiment as it mentions that the company swung to a net profit of EUR3m for the first nine months of 2010, which is an improvement from a net loss of EUR5.2m for the same period a year earlier."
2,The value of the orders is over EUR 25mn .,"Label: POSITIVE
Explanation: The sentence indicates a positive sentiment as it highlights a high value of orders, which is typically seen as a good sign for a business."
2,The duration of the contract is 37 months .,"Label: NEUTRAL
Explanation: This sentence simply states a fact about the duration of the contract without expressing any positive or negative sentiment."
0,Olvi has posted a strong set of figures for the first six months of this year .,"Label: POSITIVE
Explanation: The sentence indicates a positive sentiment by describing Olvi's financial performance as strong for the first six months of the year."
2,UPM-Kymmene said its has ` not indicated any interest in any domestic consolidations ' .,"Label: NEUTRAL
Explanation: The sentence does not express a clear positive or negative sentiment, indicating a neutral stance from UPM-Kymmene regarding domestic consolidations."
0,"EBIT excluding non-recurring items , totalled EUR 67.8 mn , up from EUR 38.1 mn .","Label: POSITIVE
Explanation: The sentence indicates a positive sentiment as it highlights an increase in EBIT (Earnings Before Interest and Taxes) excluding non-recurring items from EUR 38.1 mn to EUR 67.8 mn."
1,"Operating profit margin was 8.3 % , compared to 11.8 % a year earlier .","NEGATIVE
The decrease in operating profit margin from 11.8% to 8.3% indicates a negative sentiment as it shows a decline in profitability."
2,The phones are targeted at first time users in growth markets .,"Label: POSITIVE
Explanation: The sentence indicates a positive sentiment as it highlights the target market for the phones, which are first-time users in growth markets, suggesting potential for sales growth."
1,"Operating profit , excluding non-recurring items , totalled EUR 1.0 mn , down from EUR 1.6 mn .","Label: NEGATIVE
Explanation: The decrease in operating profit from EUR 1.6 mn to EUR 1.0 mn indicates a negative sentiment as it signifies a decline in financial performance."
2,"The major part of the deliveries include different AC and CXE amplifier solutions and products by Belgian DINH Telecom , a broadband solutions company acquired by Teleste in the spring of 2007 .","Label: POSITIVE
Explanation: The sentence describes the delivery of amplifier solutions and products by a company acquired by Teleste, indicating growth and expansion in their product offerings."
0,Operating result including non-recurring items rose to EUR 146mn from a loss of EUR 267mn in 2009 .,"Label: POSITIVE
Explanation: The sentence indicates a significant improvement in the operating result, shifting from a loss in 2009 to a positive value of EUR 146mn."
2,com and possibly also through photo-msn .,"NEUTRAL
The sentence does not convey any specific sentiment, it is simply providing information about potential ways to access something."
0,"comparable operating profit totaled EUR 854mn , up from EUR 730mn in 2004 .","Label: POSITIVE
Explanation: The sentence indicates a positive sentiment as it highlights an increase in comparable operating profit from EUR 730mn in 2004 to EUR 854mn."
0,"Equity ratio was 60.9 % compared to 54.2 % In the third quarter of 2007 , net sales of the Frozen Foods Business totaled EUR 11.0 , up by about 5 % from the third quarter of 2006 .","Label: POSITIVE
Explanation: The sentence indicates a positive sentiment by highlighting an increase in the equity ratio and net sales of the Frozen Foods Business, showing growth and financial improvement."
2,"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products operating in Finland .","Label: POSITIVE
Explanation: The sentence describes Glaston's glass processing unit as a manufacturer of high-quality safety glass products, which conveys a positive sentiment."
1,"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 .","Label: NEGATIVE
Explanation: The sentence indicates a decrease in commission income, which is a negative financial outcome."
1,"ADP News - Apr 22 , 2009 - Finnish business information systems developer Solteq Oyj HEL : STQ1V said today its net loss widened to EUR 189,000 USD 245,000 for the first quarter of 2009 from EUR 10,000 for the same peri","Label: NEGATIVE
Explanation: The sentence indicates a negative sentiment as it mentions that the net loss of the company widened in the first quarter of 2009 compared to the same period in the previous year."
0,"BasWare 's CEO Ilkka Sihvo comments in conjunction with the Interim Report : `` As a whole , BasWare succeeded well in the second quarter of 2007 .","Label: POSITIVE
Explanation: The sentence expresses a positive sentiment towards BasWare's performance in the second quarter of 2007, indicating success."
2,Shuweihat 2 got under way in July 2008 when the project was awarded to desalination and power contractors .,"NEUTRAL
The sentence is providing factual information about the start of a project without expressing any positive or negative sentiment."
0,"At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000 .","Label: POSITIVE
Explanation: The sentence indicates a positive sentiment as it mentions an increase in profit by 10% in the first half of the year, reaching Ls 79,000."
2,"The company generates net sales of about 600 mln euro $ 775.5 mln annually and employs 6,000 .","Label: POSITIVE
Explanation: The sentence provides positive information about the company's financial performance and employment numbers."
0,`` We are pleased with the efforts of both negotiating teams and look forward to a productive four years ahead . '',"Label: POSITIVE
Explanation: The sentence expresses satisfaction and optimism about the efforts of the negotiating teams and the future, indicating a positive sentiment."
2,The EUR 0.7 million non-recurring expenses have been recorded for the third quarter .,"Label: NEGATIVE
Explanation: The mention of non-recurring expenses typically indicates a negative impact on the financial performance of the company."
0,"Earnings per share for the quarter were also higher year-on-year at 0.33 eur versus 0.27 , and above market expectations of 0.28 eur .","Label: POSITIVE
Explanation: The sentence indicates a positive sentiment as it highlights that earnings per share for the quarter were higher year-on-year and above market expectations."
1,"Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 .","Label: NEGATIVE
Explanation: The sentence indicates that Frost sold shares at a lower price compared to Friday's high and low, suggesting a decrease in value and potentially resulting in a loss."
0,"Revenue in July to September grew 14 percent to ( EURO ) 467 million from a year earlier , the company said Thursday .","Label: POSITIVE
Explanation: The sentence indicates a positive sentiment as it highlights a growth in revenue from the previous year."
0,The bank sees a potential for Getinge share to rise .,"Label: POSITIVE
Explanation: The sentence expresses a positive sentiment as it indicates that the bank sees a potential for the Getinge share to rise, suggesting a favorable outlook for the company."
0,"Operating profit totalled EUR 0.4 mn , up from an operating loss of EUR 0.8 mn year-on-year .","Label: POSITIVE
Explanation: The sentence indicates a positive sentiment as it shows an improvement in operating profit from a loss to a positive value year-on-year."
0,Passenger-related revenue rose by 5.1 % to EUR 460.8 mn from EUR 438.5 mn in 2009 .,"Label: POSITIVE
Explanation: The sentence indicates a positive sentiment as it highlights an increase in passenger-related revenue, showing growth in the company's earnings."
0,"Finnish airline Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan , as well as flights between Manchester in the UK and Helsinki in Finland .","POSITIVE
The sentence expresses a positive sentiment as it highlights Finnair winning a deal with the UK public sector to be the official airline for specific routes, indicating a successful business partnership."
2,"Patrick Jeambar will also continue being responsible for Innovation and Health , safety and environment HSEA functions of Ahlstrom Corporation .","NEUTRAL
The sentence is neutral as it simply states a continuation of responsibilities for Patrick Jeambar within Ahlstrom Corporation without expressing any positive or negative sentiment."
2,"For 2009 , net profit was EUR3m and the company paid a dividend of EUR1 .30 apiece .","POSITIVE
The sentence indicates a positive sentiment as it mentions a net profit of EUR3m and the payment of a dividend of EUR1.30 apiece, which are both favorable financial outcomes for the company."
0,"For the current year , Raute expects its net sales to increase and the operating result -- to be positive .","Label: POSITIVE
Explanation: The sentence expresses positive sentiment by stating that Raute expects an increase in net sales and a positive operating result for the current year."
0,"The total delivery volume of paper businesses in 2010 was 1,155,000 tonnes , up from 1,132,000 tonnes in 2009 .","Label: POSITIVE
Explanation: The sentence indicates an increase in the total delivery volume of paper businesses from 2009 to 2010, which is a positive sign of growth."
2,No changes in media activity were seen in October compared with September .,"Label: NEUTRAL
Explanation: The sentence simply states a fact without expressing any positive or negative sentiment."
1,"In Q2 of 2009 , profit before taxes amounted to EUR 13.6 mn , down from EUR 26.8 mn in Q2 of 2008 .","Label: NEGATIVE
Explanation: The sentence indicates a decrease in profit before taxes from EUR 26.8 mn in Q2 of 2008 to EUR 13.6 mn in Q2 of 2009, which reflects a negative sentiment."
2,Amanda Capital has investments in 22 private equity funds and in over 200 unquoted companies mainly in Europe .,"Label: POSITIVE
Explanation: The sentence highlights the diverse and extensive investment portfolio of Amanda Capital, indicating a positive sentiment towards the company's success and growth in the private equity sector."
2,"After the restructuring , UPM 's average paper machine capacity in Europe will be 320,000 tons ( 350,000 short tons ) in coated magazine paper and 420,000 tons ( 460,000 short tons ) in coated fine paper .","NEUTRAL
The sentence provides factual information about UPM's paper machine capacity after restructuring without expressing any positive or negative sentiment."
2,Grounds for the notification : Tiimari Plc 12/30/2010 issued Capital Convertible Loan allocation decision by the Board on 01/31/2011 .,"NEUTRAL
The sentence is providing factual information about a financial decision made by the Board of Tiimari Plc, without expressing any positive or negative sentiment."
2,Nokia Messaging 1.1 enables customers to receive e-mails from up to 10 e-mail accounts on their mobile phone supporting all POP or IMAP e-mail services .,"Label: POSITIVE
Explanation: The sentence highlights a positive feature of Nokia Messaging 1.1, which is enabling customers to receive e-mails from multiple e-mail accounts on their mobile phone, supporting various e-mail services."
0,"( ADP News ) - Nov 5 , 2008 - Finnish electronic measurement products and solutions maker Vaisala Oyj ( OMX : VAIAS ) said today that its net profit rose to EUR 18 million ( USD 23.1 m ) for the first nine months of 2008 from EUR 1","Label: POSITIVE
Explanation: The sentence indicates a significant increase in net profit for Vaisala Oyj, which is a positive financial outcome."
0,"`` We 're delighted with the move '' says Morna Cowie , co-owner , above , `` it 's double the size of our current shop and has a lovely feel to it . ''","Label: POSITIVE
Explanation: The sentence expresses delight and satisfaction with the move to a new, larger shop, indicating a positive sentiment."
0,Viking Line manages well with its current ferries .,"Label: POSITIVE
Explanation: The sentence expresses a positive sentiment by stating that Viking Line is managing well with its current ferries."
2,More than 80 special events in the three counties during four months were hosted by the library system and its nine branch libraries .,"Label: POSITIVE
Explanation: The sentence describes a large number of special events hosted by the library system, indicating a proactive and engaging approach, which is generally viewed positively."
2,The mill is concentrating on getting the supercalendered line running satisfactorily before restarting its older newsprint line .,"Label: NEUTRAL
Explanation: The sentence does not express a clear positive or negative sentiment, it simply states a fact about the mill's focus on getting the supercalendered line running satisfactorily before restarting its older newsprint line."
2,"Viking will pay EUR 130 million for the new ship , which will be completed in January 2008 .","Label: POSITIVE
Explanation: The sentence indicates a positive sentiment as it describes a business transaction where Viking will pay EUR 130 million for a new ship to be completed in January 2008."
2,"Our customers include companies in the energy and process industry sectors , in particular .","NEUTRAL
The sentence does not express any strong positive or negative sentiment, simply stating a fact about the types of companies the customers belong to."
1,"YIT lodged counter claims against Neste Oil totaling some EUR25m , primarily based on work carried out under the contract and additional costs incurred due to prolongation of the project .","Label: NEGATIVE
Explanation: The sentence indicates a dispute or disagreement between YIT and Neste Oil, resulting in counter claims totaling EUR25m, which suggests a negative sentiment."
2,"The Group owns and operates a fleet of more than 800dwt , while container capacity is 17,000 TEUs , and manages a diversified fleet of its own railway rolling stock of over 17,000 units .","Label: POSITIVE
Explanation: The sentence provides information about the Group owning and operating a large fleet, which indicates growth and success in their operations."
1,"The EU Commission said earlier it had fined ThyssenKrupp , United Technologies Corp 's Otis , Schindler AG and Kone Oyj a total of 992.3 mln eur for alleged cartel activity in the lift market going back twelve years .","Label: NEGATIVE
Explanation: The sentence describes a negative event of the EU Commission fining multiple companies for alleged cartel activity, indicating a negative sentiment."
2,The company continued the development of a fully human antibody in its VAP-1 antibody program .,"Label: POSITIVE
Explanation: The sentence describes a positive development in the company's antibody program, indicating progress and advancement in their research and development efforts."
2,Eriikka S+Âderstr+Âm has previously held several positions in finance and control at Nokia Networks including acting as the Business Group Controller and having the corporate controller position at Nokia Siemens Networks .,"Label: NEUTRAL
Explanation: The sentence provides neutral information about Eriikka Söderström's previous positions at Nokia Networks and Nokia Siemens Networks without expressing any positive or negative sentiment."
2,The financial details of the acquisition were not disclosed .,"Label: NEUTRAL
Explanation: The sentence does not convey any positive or negative sentiment, it simply states that the financial details of the acquisition were not disclosed."
1,"During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day .","NEGATIVE
The sentence expresses a negative sentiment as it mentions the financial losses Finnair is expected to incur during the strike."
2,He is a Chartered Accountant in British Columbia and Alberta as well as a Certified Public Accountant in Washington State .,"Label: NEUTRAL
Explanation: The sentence provides factual information about the individual's professional qualifications without expressing any positive or negative sentiment."
0,Construction volumes meanwhile grow at a rate of 10-15 percent annually .,"Label: POSITIVE
Explanation: The sentence indicates a positive sentiment as it highlights the growth in construction volumes at a rate of 10-15 percent annually, which is a sign of progress and expansion in the construction industry."
0,"The company 's net profit amounted to EE 55.5 mn , which was 36 % more than in 2004 .","Label: POSITIVE
Explanation: The sentence indicates a positive sentiment as it highlights a 36% increase in the company's net profit compared to the previous year."
2,"Complete name of shareholder : Otto Henrik Bernhard Nyberg For further information , please contact Maija-Liisa Friman , CEO , tel. +358 9 7597 0711 .","NEUTRAL
The sentence provides factual information without expressing any positive or negative sentiment."
2,"At the beginning of the subscription period on May 2 , 2006 the share subscription price under B option right is EUR 10.22 per share .","Label: NEUTRAL
Explanation: This sentence simply states a fact about the share subscription price without expressing any positive or negative sentiment."
2,"Indigo and Somoncom serve 377,000 subscribers and had a market share of approximately 27 % as of May 2007 .","Label: POSITIVE
Explanation: The sentence provides positive information about the number of subscribers served and the market share held by Indigo and Somoncom as of May 2007."
2,Rapala aims to move the distribution unit Ragot from Loudeac in Bretagne and the distribution unit Waterqueen and the fishing line supplier Tortue from Saint Marcel in Central France to Morvillars .,"Label: NEUTRAL
Explanation: The sentence provides information about a business decision to move distribution units and suppliers to a different location, without expressing any positive or negative sentiment."
2,"Elcoteq SE Stock Exchange Announcement February 4 , 2009 at 10.00 am ( EET ) Elcoteq will publish its financial statements bulletin 2008 on Wednesday , February 11 , at 9.00 am ( EET ) .","NEUTRAL
The sentence is neutral as it simply provides information about the publication of financial statements bulletin without expressing any positive or negative sentiment."
2,"The total size of the complex is around 25,000 m2 and the project will be constructed in stages .","Label: NEUTRAL
Explanation: The sentence provides factual information about the size of the complex and the construction process without expressing any positive or negative sentiment."
