true_label,original_sent,text_output
0,"Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday it returned to a net profit of EUR 2.7 million USD 3.8 m for the first nine months of 2010 versus a net loss of EUR 579,000 for the same period of 2009 .","POSITIVE
The sentence conveys a positive sentiment as it discusses the company's return to a net profit, indicating financial success and improvement compared to the previous year."
1,"In food trade , sales amounted to EUR320 .1 m , a decline of 1.1 % .","NEGATIVE
The sentence indicates a decline in sales, which is typically associated with a negative sentiment."
2,"The building will house , for example , Respecta Oy 's Jyvaskyla premises , as well as other companies to be announced later , says Samuel Koivisto , Director of Technopolis operations in Jyvaskyla .","NEUTRAL
The sentence provides factual information about the building housing Respecta Oy's Jyvaskyla premises and other companies, without expressing any positive or negative sentiment."
2,"These include software development for internet and mobile telephone content , communications , value-added software , financial services , security applications , systems integration and electronics , '' EBRD informed .","NEUTRAL
The sentence provides a list of various services and products without expressing any positive or negative sentiment."
0,"The company 's consolidated operating profit amounted to EUR 15.86 mn , up from EUR 4.14 mn year-on-year .","POSITIVE
The sentence expresses a positive sentiment as it highlights an increase in the company's consolidated operating profit, indicating growth and success."
0,The growth of net sales in the first half of 2008 has been 28 % compared with the first half of 2007 .,"POSITIVE
The sentence expresses a positive sentiment as it highlights a significant growth of 28% in net sales in the first half of 2008 compared to the previous year."
2,"He answers questions on how many visitors Conversations gets , how big the team is and what the problems are when setting up social media channels .","NEUTRAL
The sentence provides factual information without expressing any positive or negative sentiment."
2,The first stage of the contract covers 133 stores and 600 cash registers .,"NEUTRAL
This sentence is neutral as it simply states a fact without expressing any positive or negative sentiment."
1,Okmetic expects its net sales for the first half of 2009 to be less than in 2008 .,"NEGATIVE
The sentence expresses a negative sentiment as it indicates a decrease in net sales for the first half of 2009 compared to 2008."
2,"The share capital of Alma Media Corporation (business ID 1944757-4)is EUR 45,031,513.80 and it is divided into 75,052,523 shares .","NEUTRAL
This sentence is providing factual information about the share capital of Alma Media Corporation without expressing any positive or negative sentiment."
2,"The add-on order contains , among others , control valves and instrumentation as well as complete mill engineering and electrification with Metso drive controls .","NEUTRAL
The sentence is neutral as it simply provides information about the contents of an add-on order without expressing any positive or negative sentiment."
2,Work on the assignment has already started and is due for completion in spring 2011 .,"POSITIVE
The sentence expresses a positive sentiment as it indicates that work on the assignment has already started and is due for completion in the near future, showing progress and forward movement."
1,A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members .,"NEGATIVE
The sentence expresses a negative sentiment as it highlights that companies are poorly prepared for losing key staff members, which can have negative consequences on their operations."
0,EBIT margin was up from 1.4 % to 5.1 % .,"POSITIVE
The sentence expresses a positive sentiment as it indicates an increase in EBIT margin from 1.4% to 5.1%, which is a significant improvement."
2,"New Delhi , July 17 -- Sahlberg Teppo , Kallio Timo and Mustonen Tuomas of M Real OYJ , Espoo , Finland have developed novel markings and methods of producing the same .","NEUTRAL
The sentence is neutral as it simply states a fact about the development of novel markings and methods by individuals from M Real OYJ in Finland."
2,The event can also be viewed as a live webcast at www.cargotec.com .,"NEUTRAL
The sentence is providing information about where the event can be viewed, without expressing any positive or negative sentiment."
2,Risk exposure by Non-life Insurance  Moving 12-month  Expenses by function in Non-life Insurance excluding expenses for investment management and expenses for other services rendered Non-life Insurance investment portfolio by allocation,"NEUTRAL
This sentence is providing a factual description of risk exposure and expenses related to Non-life Insurance without expressing any positive or negative sentiment."
2,"EXEL COMPOSITES IN BRIEF Exel Composites is a technology company which designs , manufactures and markets composite profiles and tubes for industrial applications .","NEUTRAL
The sentence provides factual information about Exel Composites without expressing any positive or negative sentiment."
2,"no compensation for its news , opinions or distributions .","NEGATIVE
The sentence expresses a negative sentiment by stating that there is no compensation for news, opinions, or distributions, indicating a lack of value or recognition for the work being done."
2,Feed companies Suomen Rehu and Raisio do no import GMO feed .,"NEUTRAL
The sentence is neutral as it simply states a fact about two feed companies not importing GMO feed, without expressing any positive or negative sentiment."
0,"Department store sales improved by 14 % to EUR 1,070.6 mn .","POSITIVE
The sentence expresses a positive sentiment as it indicates an improvement in department store sales by 14%."
2,"Elisa Corporation will disclose its financial statements for 2006 on Thursday , 8 February 2007 .","NEUTRAL
This sentence is neutral as it simply states a fact without expressing any positive or negative sentiment."
2,The measures taken will cause one-time costs during the final part of 2006 .,"NEGATIVE
The mention of ""one-time costs"" suggests a negative sentiment as it implies a financial burden or unexpected expenses."
2,"This could be any of us at any time , '' she said .","NEUTRAL
The sentence does not convey a strong positive or negative sentiment, it simply states a fact or possibility."
2,"FinancialWire tm is not a press release service , and receives no compensation for its news , opinions or distributions .","NEGATIVE
The sentence contains negative sentiment as it emphasizes that FinancialWire tm is not a press release service and does not receive any compensation for its news, opinions, or distributions."
2,"The product range includes marinated olives , cold cuts , and pates , for example .","NEUTRAL
The sentence simply lists different types of products without expressing any positive or negative sentiment."
2,"May 29 , 2010 ( CompaniesandMarkets.com delivered by Newstex ) -- This report provides key data and information on the meat , fish and poultry market in Finland .","NEUTRAL
The sentence provides factual information about a report on the meat, fish, and poultry market in Finland without expressing any positive or negative sentiment."
0,"With CapMan as a partner , we will be able to further develop our business and continue to focus on providing quality restaurant services for our customers , '' says Christopher Wynne , CEO of Papa John 's Russia .","POSITIVE
The sentence expresses a positive sentiment as the CEO is optimistic about the partnership with CapMan and the future development of their business, focusing on providing quality services for their customers."
2,"After the split , the company would have 26,885,540 Series A shares and 9,540,000 Series K shares .","NEUTRAL
This sentence is providing factual information about the distribution of shares after a split, without expressing any positive or negative sentiment."
0,"Danske Bank A-S DANSKE DC jumped 3.7 percent to 133.4 kroner , rebounding from yesterday s 3.5 percent slide .","POSITIVE
The sentence expresses a positive sentiment as it mentions that Danske Bank A-S DANSKE DC jumped 3.7 percent, rebounding from yesterday's slide. This indicates a positive change in the stock price."
2,The server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones .,"NEUTRAL
The sentence describes the responsibilities of the server and the functionality of a desktop client application without expressing any positive or negative sentiment."
0,Kone 's net sales rose by some 14 % year-on-year in the first nine months of 2008 .,"POSITIVE
The sentence expresses a positive sentiment as it highlights an increase in Kone's net sales by 14% year-on-year in the first nine months of 2008."
2,In 2008 Stockmann earned 3.398 million lats in profit on 48.012 million lats in turnover .,"POSITIVE
The sentence is providing factual information about Stockmann's financial performance in 2008, indicating a successful year in terms of profit earned compared to turnover."
2,"FinancialWire ( tm ) , in cooperation with the Investrend Broadcast Syndicate , also provides complete , daily conference call and webcast schedules as a service to shareholders and investors via the FirstAlert ( tm ) Networks oeFirstAlert ( tm ) Daily .","POSITIVE
The sentence is providing information about a service that is being offered to shareholders and investors, indicating a positive sentiment towards providing valuable resources and support."
0,Operating profit of the Asian plants grew markedly .,"POSITIVE
The sentence expresses a positive sentiment as it indicates growth and success in the operating profit of the Asian plants."
0,"In the second quarter of 2010 , the group 's net profit rose to EUR3 .1 m from EUR2 .5 m in April-June 2009 .","POSITIVE
The sentence expresses a positive sentiment as it indicates an increase in the group's net profit from the previous year, which is typically seen as a positive outcome in business."
2,"Nordstjernan will make the offer in approximately one month , in September 2007 .","NEUTRAL
The sentence is providing factual information about a future event without expressing any positive or negative sentiment."
0,"The Australian company Mirabela Nickel has awarded Outokumpu Technology a contract for grinding technology for its nickel sulfide project in Bahia State , Brazil .","POSITIVE
The sentence expresses a positive sentiment as it describes a business partnership and contract award between two companies, indicating a successful collaboration."
2,"Following the demerger , the vice president of the group 's pharmaceutical trade in Finland , Jukka Niemi , will be appointed managing director of Oriola in addition to his current responsibilities .","POSITIVE
The sentence expresses a positive sentiment as it describes a promotion and additional responsibilities being given to Jukka Niemi, which is typically seen as a positive career development."
2,Ahlstrom 's share is quoted on the NASDAQ OMX Helsinki .,"NEUTRAL
This sentence is neutral as it simply states a fact without expressing any positive or negative sentiment."
2,As a part of the agreement 10 employees from the John Deere Forestry documentation functions will transfer to DokuMentori Oy .,"NEUTRAL
The sentence is neutral as it simply states a transfer of employees as part of an agreement without expressing any positive or negative sentiment."
2,"Among the Scandinavian companies present in St. Petersburg , is also named the Swedish concern NCC , which implements projects in the field of asphalt production , road and housing construction ( project Swedish Krona ) .","NEUTRAL
The sentence provides factual information about the presence of a Swedish company in St. Petersburg and its projects, without expressing any positive or negative sentiment."
2,The sellers were EOSS Innovationsmanagement and a group of private individuals .,"NEUTRAL
The sentence is neutral as it simply states the names of the sellers without expressing any positive or negative sentiment."
2,"The mall is part of the Baltic Pearl development project in the city of St Petersburg , where Baltic Pearl CJSC , a subsidiary of Shanghai Foreign Joint Investment Company , is developing homes for 35,000 people .","NEUTRAL
The sentence provides factual information about a development project in St Petersburg without expressing any positive or negative sentiment."
2,"Currently , 95 % of Trainers House 's revenues are attributed to the Finnish market .","NEUTRAL
This sentence is neutral as it simply states a fact about the distribution of Trainers House's revenues without expressing any positive or negative sentiment."
2,"The new majority owners of Aspocomp Thailand Co. , Ltd are certain private persons belonging to immediate circle of Aspocomp 's present Joint Venture partner , Saha Pathana Inter-Holding Plc. .","NEUTRAL
This sentence provides factual information about the ownership structure of Aspocomp Thailand Co. Ltd without expressing any positive or negative sentiment."
1,"In Finland 's Hobby Hall 's sales decreased by 10 % , and international sales fell by 19 % .","NEGATIVE
The sentence indicates a decrease in sales for both domestic and international markets, which is generally viewed as a negative outcome in business."
0,"Both operating profit and net sales for the six-month period increased , respectively from EUR18 .1 m and EUR127 .6 m , as compared to the corresponding period in 2006 .","POSITIVE
The sentence expresses a positive sentiment as it highlights an increase in both operating profit and net sales for the six-month period, indicating growth and success in the business."
2,The share subscription period for C options will commence on 1 September 2008 and expire on 31 March 2011 .,"NEUTRAL
This sentence is providing factual information about the share subscription period for C options without expressing any positive or negative sentiment."
2,"An  of the invention , released by the Patent Office , said : `` The chambers are pressurized .","NEUTRAL
The sentence does not convey any specific positive or negative sentiment, it simply states a fact about the invention being pressurized."
0,"Mformation and Nokia noted they have established interoperability agreements that cover commercially proven , standards-based management of mobile devices , as well as mobile device security and mobile application management .","POSITIVE
The sentence expresses a positive sentiment by highlighting the establishment of interoperability agreements between Mformation and Nokia, covering management of mobile devices, device security, and application management."
2,"The mill will have capacity to produce 500,000 tonnes of pulp per year .","POSITIVE
The sentence expresses a positive sentiment as it highlights the impressive capacity of the mill to produce 500,000 tonnes of pulp per year."
2,Fortum had previously bought the state-held stake in TGK-10 from RAO UES during its reform .,"NEUTRAL
This sentence is neutral as it simply states a past business transaction without expressing any positive or negative sentiment."
0,"Clothing retail chain Sepp+ñl+ñ 's sales increased by 8 % to EUR 155.2 mn , and operating profit rose to EUR 31.1 mn from EUR 17.1 mn in 2004 .","POSITIVE
The sentence expresses positive sentiment as it highlights an increase in sales and operating profit for the clothing retail chain Seppälä."
0,Profit for the period increased from EUR 2.9 mn to EUR 10.5 mn .,"POSITIVE
The sentence expresses a positive sentiment as it indicates an increase in profit, which is generally seen as a positive outcome in business."
2,"With this , the company will exit the contract manufacturing service segment .","NEGATIVE
The sentence indicates a negative sentiment as it suggests that the company is discontinuing a service segment, which could potentially have negative implications for the business."
2,"The group posted net sales of 35.3 mln euro $ 46.5 mln and an operating profit of 760,000 euro $ 1.0 mln in 2005 .","POSITIVE
The sentence is providing factual information about the group's financial performance in 2005, without expressing any positive or negative sentiment."
2,The Line 4 will run fully underground and will comprise 10 stations which will be executed in two implementation stages .,"NEUTRAL
The sentence provides factual information about the construction of a new subway line, without expressing any positive or negative sentiment."
2,The new location is n't the only change Wellmont has in store for its air transport service .,"NEUTRAL
The sentence does not convey a strong positive or negative sentiment, it simply states a fact about changes happening at Wellmont's air transport service."
2,The estimated value of the deal is USD 9.2 million .,"NEUTRAL
The sentence simply states a factual piece of information without expressing any positive or negative sentiment."
1,SRV lowered its net sales estimate for the whole of 2008 due to uncertainties in housing sales .,"NEGATIVE
The sentence expresses a negative sentiment as it mentions a decrease in net sales estimate for the year 2008 due to uncertainties in housing sales."
0,"For the last quarter of 2010 , Componenta 's net sales doubled to EUR131m from EUR76m for the same period a year earlier , while it moved to a zero pre-tax profit from a pre-tax loss of EUR7m .","POSITIVE
The sentence describes positive financial growth for Componenta, with an increase in net sales and a move from a pre-tax loss to a zero pre-tax profit."
2,"HUHTAMAKI OYJ STOCK EXCHANGE RELEASE , 16.9.2008 AT 13.32 Huhtamaki 's Capital Markets Day for institutional investors and analysts is held in Espoo , September 16 , 2008 starting at 13.30 pm Finnish time .","NEUTRAL
The sentence provides factual information about an event happening on a specific date and time, without expressing any positive or negative sentiment."
2,The Insolvency Act regulates the amount of debt that borrowers are permitted to write off .,"NEUTRAL
This sentence is providing factual information about the regulation of debt under the Insolvency Act, without expressing any positive or negative sentiment."
2,The acquisition is expected to take place by the end of August 2007 .,"NEUTRAL
This sentence is providing a factual statement about an acquisition taking place, without expressing any positive or negative sentiment."
2,"The five-storey , eco-efficient building will have a gross floor area of about 15,000 sq m. It will also include apartments .","NEUTRAL
The sentence provides factual information about a building's features without expressing any positive or negative sentiment."
2,"In addition , MIDs are always online and enable full Internet browsing .","POSITIVE
The sentence expresses a positive sentiment by highlighting the convenience and capability of MIDs to be always online and enable full Internet browsing."
2,"In the fourth quarter of 2006 , OKO Banks expects the operating environment for Banking and Investment Services to remain similar to that in January-September 2006 .","NEUTRAL
The sentence provides a neutral statement about the expectations for the operating environment of OKO Banks in the fourth quarter of 2006, without expressing any positive or negative sentiment."
2,Delivery is due in the second half of 2011 .,"NEUTRAL
This sentence is neutral as it simply states a fact about the expected delivery time without expressing any positive or negative sentiment."
1,"Due to the rapid decrease in net sales , personnel reductions have been carried out on a wider scale than initially expected .","NEGATIVE
The sentence expresses a negative sentiment as it discusses a decrease in net sales leading to personnel reductions on a wider scale than anticipated."
0,"`` BasWare 's product sales grew strongly in the financial period , by 24 percent .","POSITIVE
The sentence expresses a positive sentiment by highlighting the strong growth in BasWare's product sales during the financial period."
2,The total investment in 2006 and 2007 is expected to amount to about EUR75m .,"POSITIVE
The sentence expresses a neutral statement about a financial investment, without any indication of positive or negative sentiment."
2,Financial terms were n't disclosed .,"NEGATIVE
The lack of disclosure of financial terms indicates a negative sentiment as it suggests a lack of transparency or potential hidden information."
2,Related links : Flexiblebaseloadoperation TheWartsila32generating set Gasconversions This is the shorter of two versions of this press release .,"NEUTRAL
The sentence is neutral as it simply provides information about related links and a shorter version of a press release without expressing any positive or negative sentiment."
2,"In 2008 , Kemira recorded revenue of approximately EUR 2.8 billion and had a staff of 9,400 .","NEUTRAL
This sentence is neutral as it simply provides factual information about Kemira's revenue and staff count in 2008 without expressing any positive or negative sentiment."
0,"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 .","POSITIVE
The sentence expresses a positive sentiment as it highlights an increase in both operating profit and net sales for the 12-month period, indicating growth and success in the financial performance."
1,"According to the company , in addition to normal seasonal fluctuation the market situation has weakened during autumn 2008 .","NEGATIVE
The sentence indicates a negative sentiment as it mentions that the market situation has weakened during autumn 2008."
2,"The Internal Revenue Service sees about 20 percent of all taxpayers wait until the last two weeks to file , with about 40 million returns filed in April .","NEUTRAL
This sentence provides factual information about the behavior of taxpayers during tax season without expressing any positive or negative sentiment."
1,Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 .,"NEGATIVE
The sentence expresses a negative sentiment as it mentions a decrease in cash flow from operations from the previous year."
2,"Swedish , Finnish and Danish listed companies are organized in three market cap segments , Nordic Large Cap , Mid Cap and Small Cap .","NEUTRAL
This sentence is providing factual information about the organization of Swedish, Finnish, and Danish listed companies into three market cap segments, without expressing any positive or negative sentiment."
2,The name of the newspaper publishing and printing division Sanoma will be changed to Sanoma News .,"NEUTRAL
The sentence is providing neutral information about a name change within a company, without expressing any positive or negative sentiment."
2,"The E7 smartphone will be available for Rs35 ,000 per handset across India , '' Nokia India vice-president & managing director D Shivakumar told reporters .","NEUTRAL
The sentence provides neutral information about the availability and pricing of the E7 smartphone in India, without expressing any positive or negative sentiment."
0,20 October 2010 - Finnish metal products company Componenta Oyj HEL : CTH1V said yesterday that its net loss narrowed to EUR7m for the first nine months of 2010 from EUR23 .3 m for the same period of 2009 .,"NEGATIVE
The sentence indicates a negative sentiment as it mentions a net loss for the company, which is typically viewed as unfavorable news."
2,"The total scholarship amount was 40,000 euros and the recipients were chosen on the recommendation of fine arts universities and sports associations .","POSITIVE
The sentence describes a positive situation where recipients were chosen for a scholarship based on recommendations from prestigious institutions, indicating a positive outcome for the recipients."
0,10 February 2011 - Finnish media company Sanoma Oyj HEL : SAA1V said yesterday its 2010 net profit almost tripled to EUR297 .3 m from EUR107 .1 m for 2009 and announced a proposal for a raised payout .,"POSITIVE
The sentence expresses positive sentiment as it highlights a significant increase in net profit for the company in 2010, which is a good indicator of financial success."
2,"EQT has completed its exit from Salcomp , a Finnish company that makes mobile phone chargers , by selling its remaining stake to Swedish investment group Nordstjernan for about ( EURO ) 35 million ( $ 47 million ) .","NEUTRAL
The sentence provides a factual statement about EQT completing its exit from Salcomp, without expressing any positive or negative sentiment."
2,"The connectivity unit has more than 100 e-invoice customers , and the number of annual transactions stands at nearly one million .","NEUTRAL
The sentence provides factual information about the number of e-invoice customers and annual transactions without expressing any positive or negative sentiment."
2,The bank 's leasing arm Nordea Liising ended the year with a profit of 4.4 million euros .,"POSITIVE
The sentence expresses a positive sentiment as it mentions that the bank's leasing arm, Nordea Liising, ended the year with a profit of 4.4 million euros. This indicates a successful financial performance."
2,`` Our Vaalipalvelu-service was especially developed for use by communities and organizations .,"POSITIVE
The sentence expresses a positive sentiment by highlighting the development of a service specifically for communities and organizations, indicating a focus on meeting their needs and providing value."
0,The company also said that in Poland a profitability program has been launched at the Oborniki steel frame and sandwich panel plant .,"NEUTRAL
The sentence provides factual information about a profitability program being launched at a specific plant in Poland, without expressing any positive or negative sentiment."
2,"Patrick Jeambar will also continue being responsible for Innovation and Health , safety and environment HSEA functions of Ahlstrom Corporation .","NEUTRAL
The sentence is neutral as it simply states the responsibilities of Patrick Jeambar without expressing any positive or negative sentiment."
2,"Previously , Grimaldi held a 46.43 pct stake in the Finnish company following the takeover bid launched in November 2006 .","NEUTRAL
This sentence is neutral as it simply states a fact about Grimaldi holding a stake in a Finnish company following a takeover bid."
2,"Rautalinko was resposnible also for Mobility Services , and his job in this division will be continued by Marek Hintze .","NEUTRAL
The sentence is neutral as it simply states a fact about a job transition within a company without expressing any positive or negative sentiment."
1,"In September alone , the market declined by 10.2 percent year-on-year to 19.28 million liters .","NEGATIVE
The sentence expresses a negative sentiment as it mentions a decline in the market by 10.2 percent, indicating a decrease in performance."
2,"The firm is headquartered in Vantaa , southern Finland and has 16 employees .","NEUTRAL
This sentence provides factual information about the location of the firm and the number of employees, without expressing any positive or negative sentiment."
2,"Finnish printed circuit boards ( PCBs ) maker Aspocomp Group Oyj said on December 4 , 2006 it named Henry Gilchrist senior vice president of the group 's Asian operations , as of January 8 , 2007 .","NEUTRAL
The sentence is neutral as it simply provides information about a personnel change within a company without expressing any positive or negative sentiment."
0,"Cost savings will then rise to some 20 mln eur a year from 2007 , OKO said .","POSITIVE
The sentence expresses a positive sentiment as it mentions cost savings increasing to 20 million euros a year, indicating a beneficial financial outcome."
1,"Finnish management software solutions provider Ixonos Oyj net profit decreased to 369,000 euro ( $ 575,000 ) for the first quarter of 2008 from 669,000 euro ( $ 1.0 mln ) for the same period of 2007 .","NEGATIVE
The sentence expresses a negative sentiment as it mentions a decrease in net profit for the company, which is generally seen as unfavorable news."
1,Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008 .,"NEGATIVE
The sentence is classified as 'NEGATIVE' because it mentions a profit warning, which typically indicates a negative financial outlook for the company."
2,"Tekla will organize an information meeting for analysts and media at WTC Helsinki Marski meeting room , Aleksanterinkatu 17 , the same day at 12:30 - 1:30 p.m. Light lunch will be served .","NEUTRAL
This sentence is providing neutral information about an upcoming event organized by Tekla for analysts and media, including details about the location and time of the meeting."
1,"Net profit in the three months through March 31 fell to (  x20ac ) 103 million ( US$ 165 million ) from (  x20ac ) 131 million a year earlier , the Finnish company said .","NEGATIVE
The sentence indicates a decrease in net profit, which is typically viewed as a negative outcome in business."
0,"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 6.1 percent growth in beer sales for January-September to 101.99 million liters .","POSITIVE
The sentence expresses positive sentiment as it highlights a 6.1 percent growth in beer sales for Svyturys-Utenos Alus, indicating success and progress in the business."
2,Bluewin Security is available as a monthly subscription .,"NEUTRAL
The sentence simply states a fact about the availability of Bluewin Security as a monthly subscription, without expressing any positive or negative sentiment."
2,"The business had gross written premiums of EUR152 .4 m (  91.5 m ) in 2000 , a net combined ratio of 133 % and 175 staff in total with offices in the UK , Germany and Benelux .","NEUTRAL
The sentence provides factual information about the business without expressing any positive or negative sentiment."
0,"Consolidated net sales increased 16 % to reach EUR74 .8 m , while operating profit amounted to EUR0 .9 m compared to a loss of EUR0 .7 m in the prior year period .","POSITIVE
The sentence expresses positive sentiment as it highlights an increase in net sales and operating profit, indicating growth and improvement in financial performance."
1,"Production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses .","NEGATIVE
The sentence expresses a negative sentiment as it mentions that a fall in consumption will lead to losses, indicating a negative outcome for the producers."
2,"Presentation materials will be posted on the company 's website : www.seahawkdrilling.com in the `` Investor Relations '' section , on the `` Webcast & Presentations '' tab .","NEUTRAL
This sentence is neutral as it simply provides information about where presentation materials will be posted on the company's website."
0,"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year .","POSITIVE
The sentence expresses positive sentiment as it indicates growth in paper demand and an increase in average paper prices, which are positive indicators for the company's performance."
0,"In the fourth quarter of 2008 , net sales increased by 2 % to EUR 1,050.7 mn from EUR 1,027.0 mn in the fourth quarter of 2007 .","POSITIVE
The sentence expresses a positive sentiment as it indicates an increase in net sales, which is typically seen as a positive outcome in business."
0,"Kesko Agro Eesti , the retailer and wholesaler of grain , agricultural and warehousing machinery and accessories , had net sales of 81 million euros in 2007 , an increase by one-tenth over the preceding year .","POSITIVE
The sentence describes a positive financial performance of Kesko Agro Eesti, with an increase in net sales by one-tenth over the preceding year, indicating growth and success."
2,The full-function PC weighs 1.25 kilograms and measures slightly more than two centimeters thin .,"POSITIVE
The sentence describes the specifications of the full-function PC in a factual and neutral manner, without expressing any positive or negative sentiment."
2,"Sponda is a property investment company , specialising in commercial properties in the largest cities in Finland and Russia .","NEUTRAL
The sentence provides factual information about Sponda being a property investment company specializing in commercial properties in Finland and Russia without expressing any positive or negative sentiment."
2,"The redesigned crushing circuit has been in operation since the start of September and its overall production rate on a weekly basis is in excess of an average of 40,000 tonnes a day .","POSITIVE
The sentence expresses positive sentiment as it discusses the successful operation of the redesigned crushing circuit and its high production rate, indicating efficiency and productivity."
